doc_id,topic,model,data,loss,gradient,tensor,training,vector,matrix,recipe,oven,flour,sauce,simmer,knife,dough,flavour,orbit,telescope,galaxy,spectrum,comet,nebula,parsec,eclipse,striker,offside,penalty,midfield,keeper,stadium,kickoff,referee,the,of,and,a,to,in,is,for
d00155,machine_learning,2,2,3,1,2,5,1,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,3,1,8,9,6,6,4
d00156,astronomy,0,2,3,0,0,1,0,0,0,1,1,3,0,0,1,1,8,15,9,15,11,21,10,18,0,0,2,2,0,0,1,0,15,20,26,18,13,19,26,21
d00157,football,0,0,0,1,1,0,1,0,0,0,1,2,1,2,1,0,1,0,0,0,0,0,0,0,9,10,11,12,9,12,7,13,22,15,18,17,16,18,23,21
d00158,football,1,1,2,0,1,1,0,0,1,2,0,0,2,2,0,2,1,1,0,1,0,0,1,1,15,16,13,9,7,9,7,11,4,13,12,15,17,15,21,9
d00159,machine_learning,14,9,13,12,16,12,9,12,0,1,1,1,0,0,0,0,0,1,0,1,2,0,0,0,0,0,0,1,0,0,0,0,15,24,18,13,31,15,20,17
d00160,astronomy,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,3,4,4,5,6,11,2,12,12,0,0,0,1,0,0,0,1,11,9,10,13,16,12,19,11
d00161,astronomy,0,0,0,1,0,0,0,1,3,0,2,0,1,1,1,1,12,18,12,14,15,16,12,17,2,1,0,0,2,1,0,0,18,23,33,26,27,31,25,30
d00162,football,1,2,1,3,0,0,1,0,1,4,2,5,0,0,1,1,2,5,1,0,2,4,2,2,40,45,44,41,35,35,50,43,66,56,63,57,64,60,63,61
d00163,machine_learning,23,31,25,25,20,25,27,24,0,4,1,0,1,5,1,1,1,1,1,1,0,1,3,1,0,0,0,3,0,0,0,3,42,35,49,31,47,37,31,35
d00164,machine_learning,32,23,37,25,31,35,31,21,2,1,2,1,1,3,2,0,2,1,1,2,0,1,3,0,2,1,2,1,5,1,3,2,43,39,40,45,43,49,50,58
d00165,football,1,0,1,0,0,2,0,1,0,1,1,1,1,1,1,3,1,0,1,0,0,0,1,0,13,8,13,12,10,18,14,4,12,12,17,14,25,14,21,22
d00166,cooking,0,1,0,2,1,0,1,1,24,15,17,20,20,26,24,17,0,1,0,0,0,0,2,1,0,0,1,0,1,0,1,0,36,28,30,28,42,36,30,36
d00167,football,0,2,1,0,0,0,2,0,0,1,0,1,0,0,2,1,2,1,0,1,2,0,0,1,22,23,15,28,18,11,20,22,39,46,35,34,31,37,29,38
d00168,machine_learning,16,18,15,20,19,16,21,15,0,0,0,2,1,0,1,1,0,2,1,0,0,0,0,0,1,0,1,1,0,0,0,0,22,31,28,25,24,31,27,28
d00169,astronomy,0,0,0,1,0,1,0,0,1,1,0,1,0,0,0,0,6,15,16,9,12,4,15,5,0,0,1,0,0,4,0,0,10,18,14,21,13,15,17,8
d00170,machine_learning,9,12,6,7,5,8,8,11,0,0,0,0,0,0,0,2,0,0,0,0,1,2,0,0,0,0,0,0,1,2,0,0,17,15,21,13,14,18,17,20
d00171,football,1,0,0,0,1,0,0,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,7,7,7,8,8,7,4,4,16,6,6,10,13,11,4,10
d00172,cooking,0,2,2,2,0,2,2,0,26,30,39,36,42,34,27,38,1,0,1,1,2,3,4,1,0,1,0,1,3,2,1,0,56,60,41,53,50,65,52,64
d00173,machine_learning,15,24,19,25,21,29,24,20,0,3,1,1,1,0,2,0,2,1,3,1,0,0,0,2,4,0,1,1,1,3,1,1,32,31,33,38,32,33,48,25
d00174,football,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,2,3,1,0,0,1,1,0,1,5,9,7,15,11,6,9,13,23,17,14,13,23,17,14,20
d00175,cooking,2,2,3,0,5,3,4,2,60,53,61,49,55,39,56,55,4,3,4,1,1,4,4,0,3,3,2,2,1,3,3,3,80,92,89,93,88,97,96,94
d00176,football,1,0,0,0,1,0,2,4,0,1,2,1,1,0,0,0,1,0,0,0,1,0,0,0,20,5,11,13,8,19,14,14,19,19,22,23,15,22,20,16
d00177,astronomy,1,3,0,2,1,0,2,0,0,0,0,0,0,2,1,1,18,20,15,17,22,29,16,14,2,0,3,1,1,0,0,0,31,27,28,24,21,34,38,24
d00178,machine_learning,9,6,12,12,7,12,8,9,1,0,0,0,1,0,0,1,0,1,0,1,0,0,0,1,0,1,0,0,2,1,0,0,19,10,14,15,13,13,15,28
d00179,football,0,1,1,0,1,0,2,0,0,0,2,0,0,0,2,1,3,0,2,1,0,0,0,0,15,26,18,11,14,17,17,18,31,28,25,17,27,23,27,30
d00180,cooking,1,2,1,1,2,1,0,0,25,31,19,19,17,23,20,25,2,2,0,0,0,0,2,0,1,1,0,0,1,1,0,3,39,40,44,35,34,40,40,38
d00181,football,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,5,9,4,7,9,11,5,6,9,15,9,13,12,12,9,13
d00182,football,1,1,1,0,1,1,1,0,1,0,0,0,0,0,0,1,2,1,1,0,1,0,2,0,25,20,20,32,19,24,24,17,37,43,44,44,28,48,41,45
d00183,cooking,0,1,3,2,0,0,0,0,17,13,20,26,18,13,16,18,0,1,2,2,0,1,0,0,0,0,1,3,0,0,1,1,23,26,26,23,23,21,26,21
d00184,cooking,2,0,0,2,1,1,1,1,12,14,26,18,26,23,17,23,0,0,0,1,1,0,2,2,2,1,1,3,0,0,0,1,36,30,31,37,35,38,23,31
d00185,cooking,0,3,1,3,1,4,1,0,19,25,10,29,27,28,25,18,1,0,3,3,2,1,2,1,0,1,1,2,0,0,0,0,40,37,43,38,32,40,36,36
d00186,astronomy,0,0,0,2,0,0,1,1,1,0,0,0,2,2,0,0,18,8,22,16,21,15,15,15,0,0,0,1,3,2,0,2,14,33,19,21,36,25,25,18
d00187,machine_learning,11,14,14,12,16,15,12,13,1,0,1,0,0,1,0,1,0,0,1,0,3,1,0,1,0,0,0,1,1,0,0,0,20,20,22,21,13,19,17,20
d00188,football,0,1,1,1,1,0,4,1,2,3,2,2,0,1,4,0,0,2,2,1,1,1,0,1,22,23,21,20,22,27,18,21,40,35,40,33,45,38,44,44
d00189,astronomy,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,8,6,7,5,6,9,7,8,0,1,0,0,1,0,0,0,13,16,18,13,14,20,28,15
d00190,cooking,2,5,3,2,3,6,2,1,36,55,60,59,50,36,68,54,2,1,2,3,1,3,2,4,2,2,5,5,0,3,3,5,93,87,76,91,101,93,101,111
d00191,machine_learning,7,7,10,15,13,12,11,8,1,2,0,0,0,1,0,1,1,0,0,1,0,0,1,0,0,0,0,1,2,0,0,0,15,14,20,14,11,16,15,12
d00192,football,0,2,0,1,2,2,1,0,2,3,1,1,1,1,1,1,0,2,1,3,0,1,1,0,13,21,18,26,14,12,16,22,25,28,25,20,20,25,24,27
d00193,football,1,2,3,1,1,1,2,1,3,2,2,1,1,2,0,1,1,1,2,1,2,3,2,1,27,39,27,32,32,41,33,28,46,53,44,63,57,42,54,44
d00194,astronomy,2,1,0,1,0,1,0,3,2,0,0,1,0,2,1,3,17,25,20,24,17,18,21,22,3,1,2,3,2,2,1,1,39,46,41,31,49,48,56,37
d00195,cooking,1,1,0,0,0,2,0,1,9,8,7,6,9,10,15,5,2,0,2,0,1,0,0,0,0,0,0,1,0,0,0,0,12,19,11,14,19,16,14,18
d00196,astronomy,0,2,2,1,3,2,1,1,0,1,4,1,2,3,1,3,23,22,20,34,27,23,30,21,1,3,1,3,0,2,1,1,41,33,54,28,30,38,50,52
d00197,machine_learning,11,12,14,19,11,11,9,15,1,1,1,1,1,1,0,0,0,0,2,2,0,0,0,1,1,1,1,0,0,0,3,1,25,23,17,23,23,24,26,16
d00198,astronomy,1,1,2,0,3,0,1,0,0,0,0,1,1,1,0,1,10,12,14,9,13,8,14,9,2,0,0,1,0,1,0,0,13,23,28,15,20,15,12,17
d00199,cooking,1,3,2,2,1,2,3,1,41,23,35,31,21,30,27,35,0,3,1,1,1,2,1,0,1,1,0,2,3,2,3,4,56,41,44,44,49,57,50,61
d00200,machine_learning,6,9,7,10,5,6,13,17,0,1,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,10,14,10,19,18,24,22,15
d00201,cooking,0,0,0,2,0,0,0,0,6,11,9,10,7,12,7,12,0,0,3,0,1,0,0,1,1,0,1,0,0,0,0,1,13,18,15,15,12,11,19,15
d00202,astronomy,0,1,0,0,0,2,1,0,0,2,2,1,0,1,1,1,17,31,12,18,12,13,21,16,1,1,0,1,1,0,1,0,30,23,32,24,29,31,25,26
d00203,cooking,1,1,2,1,0,1,1,1,34,40,30,26,33,26,25,34,1,3,1,2,4,1,2,1,1,1,2,0,3,1,4,4,45,48,58,43,49,48,45,60
d00204,machine_learning,58,44,60,61,49,69,54,76,4,2,5,1,3,3,2,3,3,4,5,0,6,2,1,4,2,2,0,2,2,1,3,0,110,98,104,85,96,97,94,69
d00205,machine_learning,16,12,14,14,10,16,12,15,2,2,0,2,0,0,0,0,0,1,0,2,1,1,0,0,1,0,0,1,0,0,2,1,23,31,14,26,19,21,29,20
d00206,cooking,3,1,1,7,0,1,4,1,57,68,43,57,60,47,43,31,2,1,0,1,3,1,1,1,0,4,0,0,2,1,1,3,73,62,87,69,96,76,75,75
d00207,astronomy,2,1,1,3,0,1,1,1,1,2,0,1,1,0,1,1,18,20,18,19,12,19,16,19,0,1,0,1,1,1,0,0,23,39,30,23,30,33,32,45
d00208,football,0,0,0,0,1,1,0,0,0,0,1,3,1,1,0,0,0,0,1,2,0,1,1,0,16,27,18,14,11,21,25,25,44,36,40,33,28,31,39,38
d00209,astronomy,0,0,0,1,0,0,1,0,1,0,1,2,0,1,0,1,13,17,12,21,6,7,11,14,1,1,1,2,3,1,2,1,19,26,23,22,28,21,16,26
d00210,astronomy,0,1,1,2,1,0,0,0,1,0,0,0,2,1,1,1,5,8,8,7,4,7,7,9,0,0,0,0,2,0,0,0,15,8,17,8,7,18,13,12
d00211,machine_learning,3,6,10,9,8,13,7,6,1,0,0,0,1,0,0,0,0,0,2,1,0,1,0,0,0,1,0,0,0,0,0,1,12,17,15,17,10,16,10,17
d00212,football,1,1,0,1,0,0,0,1,1,0,0,2,2,0,0,1,1,1,0,1,0,1,1,3,15,7,16,10,15,11,9,16,25,17,30,14,26,20,29,18
d00213,machine_learning,37,34,39,37,46,37,37,29,2,1,1,3,3,1,3,0,0,2,1,1,3,1,0,0,3,1,1,4,1,3,3,2,59,56,53,54,54,56,52,69
d00214,astronomy,0,0,1,0,2,0,0,0,1,1,0,0,0,1,0,0,6,3,2,6,7,5,8,3,0,0,1,1,1,1,0,0,11,18,16,14,15,9,15,7
d00215,machine_learning,8,1,5,7,9,7,5,2,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,4,5,6,5,8,8,6,10
d00216,football,0,0,0,3,0,0,1,1,2,0,2,0,0,0,3,1,2,0,1,0,1,0,0,1,17,13,16,15,16,21,15,19,19,30,25,25,33,29,36,27
d00217,football,0,0,1,0,0,0,0,1,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,7,7,5,11,12,5,5,10,9,13,11,11,7,16,5,12
d00218,football,0,0,0,0,0,1,0,1,0,1,0,1,0,0,1,0,0,0,0,0,1,1,1,0,8,9,7,4,8,3,10,7,14,11,13,9,4,12,7,15
d00219,machine_learning,10,9,25,15,13,15,17,17,0,0,1,0,1,1,2,0,2,2,1,0,1,2,0,0,0,0,1,0,1,0,1,0,20,17,25,20,24,28,18,22
d00220,machine_learning,4,13,7,5,5,13,4,4,0,2,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,10,17,10,10,9,13,14,12
d00221,astronomy,0,0,3,0,0,1,2,0,1,0,0,1,2,0,1,1,11,7,15,15,10,11,14,11,1,0,0,0,3,0,0,0,15,14,20,23,19,25,17,17
d00222,football,0,0,0,0,1,2,0,1,1,0,0,1,0,1,2,0,0,0,0,0,0,0,0,0,5,7,8,9,4,3,5,4,6,8,12,8,5,13,12,5
d00223,football,0,0,1,2,0,3,0,0,2,0,0,0,0,0,1,2,1,1,0,1,3,0,0,0,23,15,15,13,15,6,14,11,27,21,24,21,20,23,27,18
d00224,cooking,0,1,1,2,2,1,0,2,28,33,32,33,38,31,32,31,1,1,0,1,2,2,1,2,1,0,0,1,4,1,1,2,38,47,60,50,53,49,50,40
d00225,machine_learning,27,11,16,16,19,21,17,25,2,1,1,1,2,0,0,1,1,0,0,0,1,1,0,2,0,2,0,1,0,2,0,0,30,29,42,44,33,34,35,30
d00226,astronomy,1,0,0,1,1,0,1,1,0,0,0,0,1,0,1,1,5,7,8,6,9,10,6,5,0,0,1,0,0,0,0,0,10,11,12,9,3,10,13,15
d00227,cooking,0,0,0,0,0,1,2,0,7,4,5,3,3,2,10,8,1,2,0,0,0,0,1,0,1,1,0,1,0,0,0,0,6,8,15,8,11,10,5,14
d00228,machine_learning,8,14,18,18,20,13,9,12,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,18,21,24,10,21,11,22,23
d00229,football,1,1,0,0,0,0,0,1,1,2,1,0,0,1,1,0,0,0,0,1,0,0,2,0,9,16,14,13,7,10,14,5,22,19,17,20,20,19,19,17
d00230,astronomy,0,0,1,1,1,2,0,1,1,1,0,0,0,0,2,0,26,16,24,18,24,26,27,30,1,1,0,1,0,1,0,1,38,27,34,35,32,40,33,40
d00231,cooking,0,2,2,0,2,1,1,1,19,27,22,12,21,27,26,25,2,2,1,0,1,0,3,1,2,1,2,2,1,0,2,0,40,25,37,53,38,53,35,45
d00232,astronomy,1,1,1,1,0,1,2,0,0,1,6,1,0,0,0,2,36,25,36,32,43,32,41,47,3,1,1,2,1,2,2,1,59,56,54,56,52,57,59,69
d00233,football,0,0,1,1,0,0,1,0,0,0,0,2,1,0,1,0,0,0,1,2,0,1,0,0,7,5,8,11,5,12,6,5,11,11,12,12,13,14,13,15
d00234,football,1,0,0,2,2,0,1,2,0,1,0,1,0,1,1,1,2,0,1,1,0,0,0,1,11,10,23,20,17,19,15,20,34,36,32,27,36,29,34,28
d00235,football,0,1,0,1,0,0,1,3,0,0,1,1,1,0,1,0,2,0,0,1,1,1,1,0,13,17,10,9,12,9,9,5,8,12,14,16,18,17,14,15
d00236,machine_learning,5,7,8,13,11,8,9,7,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,15,15,16,18,21,11,13,17
d00237,football,0,0,1,0,1,2,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,1,2,17,8,12,10,9,7,5,14,19,20,20,18,18,16,19,11
d00238,cooking,8,5,7,6,13,12,11,9,177,165,172,182,166,168,172,163,7,5,7,8,10,8,8,12,6,12,8,10,8,12,6,9,251,271,275,288,284,266,258,294
d00239,cooking,1,2,0,0,0,0,0,1,7,3,6,6,6,9,8,6,0,1,0,0,0,1,1,0,0,0,0,0,1,1,0,1,8,9,10,5,12,6,13,5
d00240,football,1,1,0,1,0,1,0,0,1,2,2,2,1,1,0,0,1,2,1,1,0,3,1,2,15,19,22,14,23,19,17,16,46,33,52,37,32,31,44,38
d00241,machine_learning,28,41,60,30,34,47,49,46,3,0,3,2,3,2,1,1,7,1,1,0,7,2,1,0,1,2,0,3,0,2,3,5,62,68,54,73,70,65,60,67
d00242,cooking,2,1,0,0,0,0,0,0,4,6,2,7,4,4,5,3,0,1,0,0,0,0,0,0,2,0,1,0,0,0,0,0,7,11,6,6,9,10,4,4
d00243,cooking,3,1,0,0,1,1,1,2,34,20,37,33,27,27,33,34,0,3,2,2,1,5,2,1,0,1,3,2,1,0,2,3,58,49,48,50,50,40,49,44
d00244,astronomy,1,1,3,1,3,1,0,1,1,1,1,2,0,0,1,0,26,24,27,27,21,20,18,25,3,0,2,1,1,3,2,1,50,43,41,40,31,36,35,40
d00245,machine_learning,14,15,13,17,18,16,18,13,2,0,0,0,0,1,1,1,3,1,1,2,0,2,2,0,0,1,1,0,0,0,2,1,18,31,26,20,19,26,26,27
d00246,astronomy,1,1,2,2,1,1,3,1,2,0,2,0,2,3,0,0,26,20,18,11,23,14,13,18,1,1,2,0,0,0,0,1,30,30,36,34,25,34,28,29
d00247,machine_learning,30,21,28,21,26,26,26,28,0,1,0,0,1,1,2,1,1,3,0,2,3,1,0,2,1,0,2,1,0,0,2,1,43,40,32,34,44,30,55,37
d00248,machine_learning,23,24,14,20,20,12,15,16,0,1,1,1,0,1,0,1,0,0,0,0,2,1,1,1,0,1,0,0,1,1,1,0,17,23,20,21,20,23,25,28
d00249,cooking,3,0,2,2,3,2,0,2,39,25,36,26,28,24,45,35,2,1,2,2,0,1,0,1,1,2,3,0,2,1,2,2,56,46,41,71,60,41,54,53
d00250,football,1,0,0,1,0,1,0,0,1,1,0,1,3,0,0,0,1,0,0,0,1,0,0,0,11,2,5,7,9,3,8,6,17,10,8,9,9,11,7,12
d00251,machine_learning,20,26,20,24,32,29,32,45,3,1,0,1,0,1,2,0,2,0,1,0,2,3,0,1,2,1,2,2,1,1,2,3,55,60,47,49,58,52,37,52
d00252,football,1,1,2,1,0,1,0,0,1,0,1,2,0,0,1,1,0,0,1,1,1,1,1,0,15,16,15,22,24,17,14,26,24,31,24,30,24,19,23,28
d00253,astronomy,1,1,2,2,0,1,1,0,1,0,1,0,1,1,0,2,27,11,20,17,18,16,17,19,0,2,1,3,0,1,0,2,34,39,33,35,37,32,35,44
d00254,football,7,3,5,5,6,2,3,4,3,5,3,3,3,5,5,4,8,6,2,3,3,4,3,4,99,70,92,67,93,84,79,97,147,137,141,143,129,144,158,137
d00255,football,0,3,1,0,0,0,0,1,0,1,1,0,3,1,1,0,1,2,0,1,3,2,0,0,10,8,14,12,12,15,10,9,18,13,17,22,14,31,24,14
d00256,astronomy,2,0,0,0,1,2,0,0,3,0,0,0,0,0,3,2,10,5,10,4,4,9,5,4,0,0,1,0,0,0,0,0,15,9,11,13,13,10,6,6
d00257,machine_learning,9,7,9,1,7,6,5,7,0,0,0,0,1,0,0,0,0,0,1,2,1,0,0,2,1,1,0,0,0,0,0,0,11,11,9,13,12,14,8,6
d00258,cooking,0,0,1,1,0,1,1,0,11,6,6,15,13,14,6,4,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,17,14,13,6,15,19,9,9
d00259,machine_learning,3,7,7,12,11,6,4,9,2,0,0,0,0,1,1,0,0,0,1,0,1,1,1,0,0,1,0,0,1,0,0,0,6,9,12,11,9,3,9,8
d00260,machine_learning,14,4,7,8,3,5,7,9,1,0,1,1,0,0,0,1,0,0,0,0,0,2,1,0,1,1,0,0,0,0,0,1,10,12,9,12,8,10,7,14
d00261,machine_learning,69,65,46,66,66,57,54,54,1,3,3,1,2,3,2,5,4,2,0,1,8,3,2,2,2,3,3,5,3,4,3,1,90,78,91,111,101,107,91,91
d00262,cooking,2,0,1,1,1,2,0,2,25,41,34,34,36,35,40,28,2,0,1,1,3,0,1,4,2,3,3,7,1,1,2,1,50,46,56,55,57,57,57,51
d00263,machine_learning,13,11,7,8,8,9,16,10,0,0,0,0,0,1,0,2,1,1,0,0,0,1,1,1,0,0,1,0,0,1,0,1,15,16,16,9,9,15,14,10
d00264,astronomy,3,0,0,0,0,0,0,0,1,2,1,1,0,1,1,0,19,12,23,13,19,12,16,13,1,0,0,0,0,1,1,1,27,26,28,34,23,38,18,32
d00265,astronomy,0,0,0,1,0,0,0,1,0,0,0,0,1,1,1,0,7,12,11,10,8,7,10,11,1,0,0,0,1,0,1,1,16,23,17,16,15,8,12,15
d00266,astronomy,2,2,2,2,4,3,1,6,2,2,5,4,0,3,2,2,46,49,45,54,50,56,42,37,5,2,3,3,3,3,1,0,80,88,72,83,80,69,85,80
d00267,cooking,0,1,0,1,0,2,1,1,10,16,22,18,13,18,16,18,0,0,1,1,1,1,3,1,1,0,2,1,2,0,2,2,26,31,35,20,29,29,28,20
d00268,cooking,2,2,0,2,0,0,1,5,21,14,26,15,14,15,17,11,1,1,2,0,0,0,0,0,1,0,0,1,1,2,1,2,27,33,30,35,36,33,30,39
d00269,football,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,7,9,4,7,6,3,7,10,14,11,19,13,8,9,9,11
d00270,cooking,0,1,2,2,1,1,0,1,32,32,25,26,34,43,34,28,3,2,1,1,0,3,1,1,1,1,0,0,2,1,1,2,49,65,59,48,52,63,46,41
d00271,cooking,1,0,1,0,0,0,1,0,17,10,10,12,15,8,13,13,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,17,20,17,13,25,17,18,17
d00272,cooking,0,0,0,0,1,0,0,2,9,17,14,11,13,8,14,13,3,1,1,0,0,0,0,0,0,0,0,0,0,2,1,0,21,33,18,22,22,18,27,19
d00273,machine_learning,9,11,9,4,1,7,4,5,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,7,8,11,10,13,6,10,7
d00274,astronomy,5,2,3,4,4,2,1,0,1,3,2,3,3,4,5,4,80,62,70,73,77,70,72,70,5,2,4,2,6,6,5,3,128,114,122,136,108,110,145,124
d00275,football,1,0,1,0,0,0,1,1,0,0,1,1,0,0,0,2,1,1,0,0,0,2,1,0,15,16,18,14,16,9,13,16,24,21,24,16,26,15,19,25
d00276,astronomy,0,0,0,0,2,3,1,1,0,2,0,2,3,2,0,1,37,33,29,20,37,32,27,33,0,2,0,4,5,0,0,0,36,43,35,51,48,48,36,43
d00277,football,1,0,1,3,1,0,0,1,0,1,0,0,0,1,1,0,2,0,0,2,0,1,2,1,14,10,7,10,10,6,13,6,15,14,17,12,10,14,17,15
d00278,machine_learning,9,10,15,9,4,6,12,11,0,0,0,0,1,0,1,0,0,2,0,0,0,0,0,0,1,0,2,1,1,0,0,5,11,18,15,13,18,13,21,10
d00279,astronomy,1,0,0,0,0,1,1,0,1,1,0,1,3,0,0,1,18,10,17,26,15,12,16,21,1,2,1,1,0,0,1,2,25,42,22,29,25,31,24,23
d00280,astronomy,3,1,0,4,1,0,2,1,3,4,2,3,3,3,4,4,51,65,55,57,61,59,46,64,5,2,2,3,1,2,6,3,124,100,96,93,81,91,87,107
d00281,machine_learning,4,6,5,7,10,6,6,6,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,2,0,0,1,1,0,1,10,11,13,13,8,12,7,13
d00282,astronomy,0,0,0,1,0,2,0,0,2,2,1,1,1,0,0,1,23,22,30,34,28,28,21,26,0,2,3,2,2,2,1,1,34,35,39,46,40,45,40,45
d00283,football,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,8,6,5,2,6,6,7,4,6,6,8,5,6,4,9,9
d00284,football,0,0,1,0,1,0,0,1,1,0,0,0,0,1,1,0,1,0,0,1,1,0,0,0,9,7,6,7,2,7,5,9,7,7,13,10,18,10,14,16
d00285,cooking,0,1,0,0,0,0,0,0,3,4,6,4,2,6,8,6,1,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,13,8,8,10,10,5,16,4
d00286,machine_learning,17,12,8,8,8,6,8,11,1,0,1,1,0,2,0,1,1,1,0,0,1,0,0,1,0,1,0,1,0,1,0,1,16,13,20,17,19,19,19,17
d00287,astronomy,1,2,1,0,0,2,0,0,1,1,1,0,0,1,0,0,8,8,7,7,8,6,10,5,0,0,0,1,1,2,0,0,9,9,11,13,12,15,17,12
d00288,cooking,0,0,2,0,1,0,1,0,8,10,10,9,9,8,8,10,1,0,1,0,2,0,0,1,0,0,0,1,0,0,1,0,10,14,11,12,10,14,15,15
d00289,astronomy,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,3,1,2,4,4,3,4,3,1,0,0,0,0,0,0,0,4,2,10,1,8,10,11,5
d00290,astronomy,2,1,0,0,1,0,0,2,0,0,0,1,1,0,1,0,14,17,15,13,14,14,13,14,0,0,0,1,1,0,0,1,31,23,22,15,17,33,29,19
d00291,football,1,0,0,2,1,0,0,0,0,0,1,3,3,1,0,0,1,0,2,0,0,0,1,0,20,19,8,17,11,13,13,12,21,24,19,27,35,21,14,22
d00292,machine_learning,15,12,20,18,15,17,26,15,1,0,0,1,0,1,0,0,0,0,1,1,1,1,1,0,1,0,1,0,1,2,2,1,27,27,19,28,27,32,28,28
d00293,football,0,1,0,0,2,0,2,1,1,1,0,1,1,1,3,1,1,4,0,1,1,3,2,1,29,24,46,36,40,40,29,39,64,60,53,69,66,54,61,61
d00294,astronomy,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,7,7,3,4,3,8,5,5,0,1,1,0,1,0,0,0,9,10,5,13,7,7,10,14
d00295,machine_learning,5,4,2,3,3,1,2,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,8,6,4,5,7,4,4,3
d00296,cooking,1,1,0,0,2,0,1,0,11,15,10,12,9,17,15,16,1,0,0,0,0,0,0,0,2,1,1,1,1,1,0,0,26,22,17,20,28,18,22,19
d00297,football,0,0,0,1,0,1,0,0,2,1,1,0,0,0,0,0,0,0,0,1,0,1,0,2,11,11,9,10,19,5,5,7,16,18,14,14,10,25,20,19
d00298,machine_learning,17,8,10,6,11,6,4,7,0,0,0,3,0,1,0,0,0,0,0,0,0,2,0,1,2,0,1,0,2,0,0,0,10,14,12,7,14,14,12,9
d00299,machine_learning,8,4,8,6,4,8,5,8,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,3,1,1,0,0,1,0,0,0,13,11,12,16,6,9,11,8
d00300,cooking,0,1,0,0,1,2,1,0,9,14,10,15,16,17,14,14,0,0,2,1,0,1,0,0,0,1,0,2,0,1,0,0,14,22,16,22,18,19,17,18
d00301,football,0,0,1,1,0,0,1,0,0,2,0,0,0,0,1,0,0,0,2,0,0,0,0,1,6,7,9,9,8,4,4,6,13,11,14,11,18,15,7,7
d00302,machine_learning,4,6,5,4,7,5,1,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,1,0,0,9,9,5,8,8,5,15,5
d00303,football,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,13,14,11,15,6,7,8,7,11,9,10,22,23,15,23,21
d00304,cooking,0,0,0,0,0,1,0,0,4,6,7,7,4,7,5,8,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,5,6,10,7,4,3,10,10
d00305,cooking,1,0,0,0,0,0,1,0,22,27,16,21,17,24,19,21,0,0,0,2,0,1,1,1,0,1,1,0,3,0,0,0,30,36,25,20,31,39,32,36
d00306,football,1,0,1,1,0,1,2,1,0,1,0,1,2,0,0,0,2,1,1,1,3,1,2,2,22,30,24,24,30,22,22,22,41,34,33,29,34,37,33,26
d00307,machine_learning,33,29,43,28,40,40,28,37,2,3,2,1,2,2,1,3,0,2,4,5,0,0,2,0,5,2,1,2,2,1,7,1,73,62,61,61,57,48,71,62
d00308,football,0,0,1,1,0,0,2,0,1,2,0,0,1,0,0,1,0,0,1,2,0,1,1,1,14,12,24,23,17,20,18,19,24,32,25,28,23,26,24,29
d00309,cooking,1,0,2,1,1,0,1,2,17,15,19,13,20,17,26,13,1,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,32,19,25,22,31,26,37,24
d00310,cooking,0,1,0,0,0,0,0,0,24,23,15,26,14,18,17,14,1,2,2,2,2,2,2,0,2,1,1,1,0,0,1,0,34,31,27,32,36,31,36,42
d00311,football,2,0,2,1,0,2,3,2,1,2,0,0,2,2,0,3,3,1,0,3,1,0,2,1,19,18,28,24,26,35,24,20,48,39,47,54,47,66,43,53
