ticket_id,customer_id,row_split,label,n_tokens,first_response_seconds,score_urgent,logit_urgent,logit_normal,logit_spam,tokens
1365,708,val,urgent,32,383.88,0.67536,1.4224,-0.4115,-1.764,down order billing failing account outage cannot failing order loss outage help data billing account customers data escalate invoice account loss data critical urgent down account urgent urgent revenue loss blocked outage
1366,4,train,normal,8,45.63,0.32441,0.5434,4.1022,1.6502,thanks cannot whenever minor error suggestion billing account
1367,270,val,normal,44,2316.76,0.13868,-0.3653,2.088,-1.6277,minor account help someday minor documentation typo charge cosmetic help documentation curious typo billing cosmetic cosmetic wondering cosmetic documentation someday suggestion wondering error cosmetic order question curious page account account curious question click account curious typo account suggestion charge whenever cannot question curious billing
1368,250,train,normal,11,973.78,0.27463,-1.2013,1.1312,-2.2108,cosmetic nice minor question curious billing documentation someday billing account cannot
1369,899,val,urgent,8,227.83,0.92499,2.0109,0.1639,-0.5597,login payment please urgent urgent billing account failing
1370,123,test,normal,24,552.91,0.15113,-0.1693,1.3832,-0.5449,account account order cannot documentation curious typo billing nice billing invoice account someday account suggestion curious support minor refund suggestion minor cannot error help
1371,97,train,urgent,37,1150.21,0.80753,2.5634,-0.5094,-0.6049,down outage failing revenue outage down revenue urgent production customers account outage escalate billing loss escalate blocked loss breach data urgent data failing down charge blocked error failing urgent production urgent production urgent escalate order account failing
1372,294,test,normal,31,484.42,0.17581,0.0569,2.3362,-1.6463,question documentation nice wondering suggestion minor click billing curious wondering someday account billing cannot please invoice documentation whenever account cosmetic billing account typo typo support typo question cosmetic login feedback question
1373,821,test,normal,56,1327.27,0.16224,-0.267,0.5666,-2.6456,billing someday typo help cosmetic login suggestion billing minor account wondering account cosmetic cannot account update password charge account feedback documentation wondering account whenever cannot minor refund typo someday page feedback documentation minor minor login click error billing nice refund charge typo feedback billing someday feedback someday refund account curious cosmetic charge update account invoice someday
1374,931,train,normal,8,1029.12,0.37616,-0.6285,1.8326,-2.2356,curious click nice billing someday help account cannot
1375,239,train,normal,32,340.34,0.49951,-0.59,2.5277,-1.0194,whenever login curious page account wondering billing account password billing typo wondering documentation feedback curious question curious curious minor account order nice nice invoice question billing cosmetic curious password minor thanks someday
