sample_id,ch01,ch02,ch03,ch04,ch05,ch06,ch07,ch08,ch09,ch10,ch11,ch12,ch13,ch14,ch15,ch16,ch17,ch18,ch19,ch20,ch21,ch22,ch23,ch24
113,0.091410,0.174294,0.215771,0.260675,0.306667,0.319706,0.373720,0.437475,0.528780,0.579618,0.618949,0.594483,0.529024,0.461684,0.406099,0.320184,0.276985,0.257590,0.201909,0.151523,0.094260,0.095719,0.055013,-0.003984
114,0.217423,0.304008,0.456040,0.499869,0.580335,0.573563,0.673627,0.711597,0.782283,0.773248,0.748625,0.671743,0.592707,0.447131,0.330494,0.265636,0.260447,0.259671,0.254763,0.227319,0.163201,0.155327,0.067886,0.058461
115,0.174390,0.249800,0.328708,0.397098,0.370735,0.415095,0.382893,0.306193,0.292650,0.314626,0.283598,0.270123,0.203945,0.182751,0.173406,0.118159,0.168306,0.125483,0.152282,0.174083,0.128112,0.075012,0.035071,-0.000939
116,0.398597,0.532796,0.742543,0.848062,0.922343,0.948175,0.824664,0.744424,0.660265,0.605757,0.466196,0.386550,0.313725,0.223152,0.180050,0.126073,0.108753,0.132353,0.103619,0.094780,0.076032,0.043216,0.026443,0.001086
117,0.295235,0.422789,0.584836,0.667918,0.774059,0.719652,0.649138,0.607640,0.505523,0.407630,0.361769,0.321698,0.286648,0.241484,0.218079,0.223217,0.259041,0.317495,0.377511,0.398048,0.299840,0.208311,0.108937,0.039015
118,0.088600,0.123300,0.200766,0.242339,0.251814,0.296274,0.310646,0.391519,0.441215,0.508105,0.494954,0.445932,0.360358,0.298228,0.258328,0.197037,0.196442,0.183527,0.177170,0.166996,0.124303,0.082573,0.030021,-0.001059
119,0.256655,0.382934,0.464779,0.531489,0.613198,0.584351,0.554682,0.480526,0.414894,0.360462,0.309718,0.252677,0.246603,0.205713,0.218607,0.180249,0.148793,0.164857,0.163191,0.127159,0.126345,0.084077,0.062565,0.013575
120,0.147448,0.206849,0.271232,0.375900,0.384626,0.386289,0.356385,0.357532,0.328084,0.337602,0.348371,0.318704,0.302863,0.305062,0.239493,0.216519,0.204328,0.131384,0.187375,0.135145,0.093495,0.078362,-0.008203,0.032828
121,0.207956,0.318731,0.402170,0.490308,0.551946,0.569238,0.493713,0.527251,0.531326,0.488331,0.447420,0.376424,0.340670,0.296341,0.255735,0.277331,0.218285,0.255482,0.252194,0.234942,0.242134,0.119780,0.088255,0.009731
122,0.112664,0.176833,0.198551,0.224633,0.228326,0.284767,0.264231,0.322578,0.378483,0.397802,0.394613,0.409376,0.378633,0.317633,0.295281,0.282061,0.249733,0.251643,0.237756,0.143246,0.113153,0.081115,0.060244,0.023150
123,0.189294,0.236410,0.367459,0.452664,0.510926,0.588569,0.708292,0.801818,0.948620,1.066940,1.018850,0.905365,0.709247,0.473900,0.360705,0.234406,0.185910,0.147614,0.157774,0.147457,0.143682,0.082296,0.006545,0.017812
124,0.147075,0.234109,0.283752,0.349498,0.380591,0.353216,0.415685,0.426513,0.486927,0.458281,0.462042,0.422335,0.313925,0.279622,0.211594,0.155223,0.155186,0.085950,0.044074,0.094252,0.032293,0.058533,0.036380,0.033166
125,0.121830,0.152026,0.245250,0.299767,0.329201,0.375970,0.442412,0.502342,0.601575,0.596676,0.615530,0.518290,0.374465,0.259850,0.206461,0.171872,0.156563,0.162156,0.242614,0.258656,0.197229,0.117391,0.114822,0.023276
126,0.118731,0.231458,0.305801,0.352787,0.377837,0.359598,0.387126,0.351388,0.308420,0.289168,0.284206,0.224247,0.196119,0.170987,0.163014,0.116656,0.137557,0.134429,0.147916,0.167207,0.097190,0.078269,0.040692,0.030152
127,0.331559,0.460078,0.560293,0.700476,0.783104,0.709440,0.674839,0.561142,0.470162,0.357148,0.259183,0.266683,0.166357,0.171139,0.129637,0.092854,0.121717,0.119206,0.108172,0.143768,0.086228,0.047574,0.051203,0.017493
128,0.195397,0.290608,0.411151,0.443993,0.545492,0.488922,0.510334,0.449241,0.431377,0.458955,0.407629,0.368629,0.360241,0.305191,0.246916,0.247548,0.177940,0.188445,0.176049,0.160421,0.094234,0.093392,0.027615,-0.018197
129,0.165051,0.227367,0.347966,0.431378,0.479744,0.504109,0.539645,0.648259,0.696720,0.726785,0.705469,0.624486,0.455461,0.341158,0.261313,0.194810,0.142081,0.165273,0.134312,0.119972,0.090335,0.071916,0.062549,0.026370
130,0.188843,0.254507,0.394369,0.459992,0.448524,0.446224,0.449677,0.418185,0.352670,0.362281,0.303410,0.305559,0.247297,0.173475,0.191289,0.164200,0.192449,0.155874,0.150161,0.165417,0.148279,0.081055,0.030870,-0.023276
131,0.318136,0.443762,0.595661,0.716423,0.797892,0.741003,0.727875,0.609432,0.579121,0.497556,0.411315,0.371670,0.347991,0.309917,0.228950,0.228257,0.197698,0.210291,0.236267,0.173234,0.144004,0.128589,0.008811,0.003928
132,0.130073,0.139919,0.198729,0.219205,0.255795,0.311085,0.347885,0.392442,0.422702,0.468756,0.445734,0.412674,0.310464,0.222003,0.162362,0.100887,0.139415,0.096195,0.142480,0.108686,0.087313,0.092249,0.009878,-0.011788
133,0.115775,0.209739,0.286004,0.316164,0.393907,0.407033,0.468724,0.521428,0.583222,0.617338,0.620961,0.524604,0.395740,0.283034,0.198564,0.125253,0.162601,0.169767,0.222221,0.251978,0.230673,0.177477,0.069192,0.030047
134,0.271294,0.430500,0.559375,0.642881,0.708753,0.695691,0.629208,0.597700,0.561959,0.483702,0.407020,0.393446,0.315267,0.229070,0.178397,0.154155,0.113132,0.113151,0.033034,0.068930,0.087739,0.026040,0.009877,0.001974
135,0.276201,0.428155,0.569926,0.652271,0.712845,0.718506,0.695169,0.610973,0.575855,0.542323,0.407644,0.372898,0.288800,0.246089,0.197781,0.179771,0.157746,0.136216,0.129360,0.099359,0.077573,0.090850,0.040570,0.004105
136,0.168196,0.259184,0.338521,0.422627,0.436426,0.493940,0.398800,0.392615,0.363293,0.328893,0.316558,0.253762,0.239882,0.210722,0.169762,0.144451,0.135505,0.120052,0.138981,0.137899,0.119407,0.068817,0.034665,0.019027
137,0.167721,0.210419,0.329668,0.386741,0.389795,0.427717,0.456951,0.505570,0.507666,0.536442,0.545979,0.541381,0.471492,0.398122,0.371325,0.324741,0.285984,0.280129,0.243451,0.200983,0.156933,0.109037,0.053072,0.009501
138,0.223224,0.334782,0.465199,0.548809,0.585066,0.594477,0.524380,0.462314,0.413901,0.381005,0.376422,0.269898,0.189804,0.213408,0.118959,0.074122,0.116351,0.099520,0.045586,0.104838,0.063840,0.069371,0.043653,-0.001441
139,0.118937,0.213311,0.278135,0.342249,0.363507,0.396456,0.390698,0.427626,0.441808,0.447595,0.396097,0.359699,0.272921,0.211236,0.180206,0.148650,0.121022,0.126272,0.113532,0.116253,0.100705,0.088760,0.045476,0.020023
140,0.244548,0.371227,0.465929,0.564210,0.607550,0.606632,0.523065,0.464065,0.395687,0.384467,0.417030,0.399366,0.382719,0.403342,0.396522,0.409646,0.344506,0.331801,0.280085,0.231703,0.154916,0.127499,0.041992,-0.004059
141,0.110689,0.207677,0.303139,0.351843,0.400129,0.402445,0.437940,0.408808,0.446722,0.447306,0.454952,0.376267,0.302377,0.236493,0.171016,0.163535,0.102431,0.124903,0.151887,0.152813,0.122132,0.103895,0.036206,0.039852
142,0.088377,0.139861,0.229309,0.261595,0.280184,0.335389,0.367498,0.363855,0.438423,0.487066,0.526472,0.473903,0.460018,0.462569,0.400692,0.376490,0.327008,0.334155,0.275246,0.233261,0.218005,0.117904,0.055105,0.024110
143,0.255558,0.322887,0.503166,0.615031,0.651204,0.649467,0.614651,0.605403,0.574370,0.574285,0.522274,0.402396,0.339702,0.273627,0.165716,0.172240,0.125297,0.144470,0.119845,0.138912,0.078922,0.054997,0.053264,0.053734
144,0.174552,0.262024,0.370632,0.426942,0.480208,0.478827,0.433652,0.458975,0.416844,0.425678,0.430854,0.356571,0.267642,0.228360,0.199641,0.111571,0.099709,0.117961,0.121954,0.089145,0.055466,0.034400,0.032411,-0.003035
145,0.294339,0.439142,0.615200,0.721543,0.776178,0.790168,0.726100,0.650105,0.574301,0.528021,0.470256,0.395257,0.344961,0.265400,0.262925,0.226031,0.226953,0.234499,0.303890,0.265898,0.203762,0.142002,0.057074,0.044068
146,0.104412,0.148675,0.214113,0.230181,0.298774,0.283973,0.322932,0.343529,0.369996,0.377236,0.399806,0.346144,0.300998,0.190728,0.153162,0.091307,0.142813,0.106174,0.081793,0.108420,0.072578,0.033188,0.056331,0.006657
147,0.185065,0.244798,0.380866,0.413704,0.507920,0.516300,0.561006,0.521680,0.543209,0.520820,0.537082,0.433677,0.349411,0.276798,0.198601,0.140621,0.129629,0.096822,0.129618,0.123647,0.093888,0.048816,0.028716,0.003180
148,0.218135,0.296665,0.395497,0.482922,0.562330,0.567378,0.634052,0.690565,0.776822,0.778619,0.728225,0.631837,0.460148,0.302988,0.212504,0.171026,0.154112,0.155366,0.123163,0.135250,0.077358,0.083875,0.035278,0.019371
149,0.091151,0.145870,0.232427,0.272158,0.318589,0.354655,0.381359,0.425711,0.518604,0.531283,0.562683,0.531589,0.503629,0.426006,0.373187,0.347323,0.274115,0.261151,0.213664,0.185061,0.154037,0.057967,0.056588,0.016517
150,0.131742,0.122579,0.242724,0.255516,0.285858,0.276369,0.283578,0.259419,0.283276,0.293892,0.233016,0.267518,0.239998,0.231481,0.215432,0.204716,0.221465,0.240799,0.273255,0.254519,0.191457,0.150154,0.068236,0.029600
151,0.212508,0.306834,0.436584,0.480361,0.535898,0.543591,0.485161,0.456057,0.433020,0.446145,0.415109,0.327470,0.307020,0.259665,0.217507,0.217947,0.161986,0.173552,0.176635,0.171659,0.102932,0.099725,0.024650,-0.007001
152,0.268570,0.384946,0.497057,0.642405,0.744876,0.738724,0.748009,0.706597,0.682118,0.719638,0.660617,0.604469,0.532984,0.436831,0.387370,0.321792,0.294212,0.277073,0.261880,0.223550,0.194403,0.074264,0.057676,0.018749
153,0.177203,0.209369,0.260675,0.312316,0.378971,0.356295,0.380118,0.439466,0.458209,0.474765,0.439345,0.400132,0.302614,0.224245,0.180308,0.134804,0.096276,0.156256,0.123002,0.145617,0.117783,0.077611,0.034829,0.038152
154,0.184778,0.262574,0.403140,0.468028,0.494220,0.486197,0.547994,0.600674,0.645784,0.692264,0.620063,0.608677,0.461132,0.345951,0.287990,0.257530,0.228117,0.198973,0.183524,0.189553,0.150394,0.061409,0.039657,0.039980
155,0.255440,0.350773,0.461794,0.553480,0.582588,0.596534,0.592715,0.501598,0.433149,0.439953,0.381353,0.348044,0.320613,0.227679,0.192552,0.175716,0.162785,0.134862,0.105834,0.147405,0.093349,0.051971,0.058930,-0.004041
156,0.297067,0.419600,0.598252,0.662847,0.675348,0.748025,0.708601,0.623110,0.570879,0.526998,0.479440,0.464251,0.317641,0.287093,0.232669,0.183181,0.169010,0.162956,0.125384,0.167862,0.106066,0.046247,0.040614,0.033534
157,0.086052,0.110538,0.141737,0.180389,0.240774,0.257460,0.262177,0.249720,0.296134,0.275828,0.248738,0.244868,0.208668,0.190866,0.125497,0.097460,0.094628,0.099476,0.105286,0.134463,0.078303,0.110700,0.011092,0.025423
158,0.273123,0.404260,0.532659,0.619383,0.685213,0.668555,0.653640,0.594529,0.604911,0.562762,0.534184,0.486954,0.396155,0.336395,0.264945,0.304163,0.289337,0.254266,0.281202,0.260336,0.191292,0.103972,0.078111,0.038621
159,0.204706,0.298603,0.438278,0.520491,0.554495,0.501519,0.448985,0.407826,0.372488,0.323118,0.305356,0.285087,0.313293,0.284062,0.245877,0.274788,0.209460,0.220433,0.172459,0.114769,0.081623,0.089930,0.008014,-0.008607
160,0.168335,0.239597,0.313650,0.362618,0.376289,0.428845,0.404669,0.400344,0.394131,0.349564,0.310519,0.316710,0.279428,0.216183,0.183678,0.164986,0.165991,0.202951,0.211027,0.205006,0.175239,0.114011,0.068358,0.052626
161,0.162257,0.259558,0.355595,0.382943,0.485001,0.430625,0.453917,0.414293,0.387447,0.360581,0.378601,0.321168,0.209877,0.142476,0.127588,0.104071,0.163948,0.125513,0.137394,0.125726,0.110148,0.065291,0.051798,0.021841
162,0.189328,0.273561,0.340376,0.415657,0.436016,0.376454,0.393447,0.373107,0.325934,0.333370,0.332864,0.316235,0.265917,0.232022,0.222971,0.193319,0.219318,0.225924,0.254372,0.261624,0.158661,0.136467,0.077506,0.004465
163,0.128706,0.253707,0.317093,0.419959,0.444889,0.439692,0.514160,0.536674,0.555111,0.539938,0.562478,0.463145,0.392664,0.330096,0.249936,0.197669,0.192138,0.181818,0.189509,0.181990,0.130465,0.080984,0.037337,-0.037951
164,0.355172,0.512520,0.661447,0.811002,0.877732,0.879267,0.808399,0.700120,0.654978,0.545174,0.512587,0.415548,0.318954,0.273473,0.217662,0.190887,0.161160,0.142923,0.151731,0.122073,0.080461,0.065586,0.026185,0.022012
165,0.286089,0.406251,0.570938,0.641799,0.699024,0.706647,0.712641,0.710728,0.717712,0.699858,0.618786,0.542211,0.487032,0.318044,0.254039,0.220337,0.179757,0.123502,0.079864,0.091032,0.067382,0.048032,0.047012,0.014938
166,0.163679,0.239857,0.317188,0.405283,0.416233,0.439329,0.477387,0.499947,0.482185,0.509431,0.513191,0.460710,0.356419,0.236842,0.224834,0.175518,0.186412,0.156397,0.191947,0.117630,0.088359,0.075939,0.043646,0.008469
167,0.321366,0.520502,0.679309,0.816871,0.839704,0.882621,0.821530,0.769808,0.735495,0.688629,0.601967,0.557824,0.445031,0.394674,0.350069,0.289793,0.260943,0.291824,0.237561,0.244764,0.209890,0.142771,0.080032,0.041110
168,0.167835,0.252274,0.328915,0.412936,0.443037,0.431958,0.411673,0.413017,0.407400,0.374667,0.328869,0.282445,0.227987,0.195119,0.192092,0.171335,0.126412,0.175479,0.202274,0.167881,0.165579,0.099905,0.053512,0.023117
169,0.264778,0.373081,0.507574,0.592325,0.634411,0.635652,0.599514,0.586695,0.520767,0.486815,0.457967,0.382087,0.344417,0.262676,0.189547,0.160225,0.134967,0.154946,0.126619,0.064355,0.053878,0.055405,0.025994,0.043219
170,0.375695,0.506401,0.623572,0.778144,0.879829,0.815633,0.726028,0.615863,0.459448,0.385619,0.314014,0.254798,0.222142,0.214411,0.167152,0.177688,0.174510,0.200909,0.135992,0.193764,0.163047,0.102022,0.044399,0.041554
171,0.156557,0.195115,0.334638,0.357875,0.402094,0.425602,0.402746,0.393720,0.408006,0.382190,0.404782,0.358565,0.335390,0.337141,0.294658,0.201183,0.219509,0.187239,0.195021,0.156018,0.138687,0.115880,0.051336,0.034974
172,0.270467,0.301427,0.400038,0.492470,0.552770,0.556201,0.498199,0.463988,0.404215,0.386018,0.364864,0.376144,0.410318,0.348215,0.339576,0.307576,0.309495,0.282454,0.251503,0.249182,0.160639,0.156780,0.081357,0.025021
173,0.149124,0.169936,0.253308,0.328112,0.347312,0.386894,0.398235,0.467203,0.493273,0.527691,0.522386,0.437354,0.371400,0.322215,0.239270,0.209253,0.194939,0.190474,0.223266,0.148150,0.126176,0.056699,0.071871,-0.008046
174,0.248784,0.348192,0.419198,0.531182,0.556415,0.549233,0.478576,0.480635,0.365144,0.332567,0.327452,0.297124,0.286408,0.255967,0.284834,0.221422,0.218564,0.201551,0.205864,0.213281,0.196125,0.117512,0.046930,0.020475
175,0.127446,0.122438,0.240868,0.270962,0.300347,0.353615,0.330518,0.333423,0.338711,0.351590,0.346897,0.328151,0.305311,0.289987,0.194979,0.218365,0.185006,0.194378,0.169471,0.130419,0.088437,0.087280,0.005351,-0.008725
176,0.102396,0.136444,0.207690,0.207579,0.287784,0.290581,0.269375,0.346003,0.368033,0.402803,0.397273,0.384979,0.317014,0.268383,0.228037,0.170458,0.151903,0.175849,0.198012,0.154044,0.151112,0.105312,0.057482,0.027374
177,0.455121,0.631103,0.840657,0.987423,1.071416,1.030003,0.930809,0.773267,0.621098,0.546350,0.419862,0.373201,0.311365,0.310101,0.271308,0.230444,0.243054,0.254323,0.220860,0.152230,0.139261,0.083248,0.060144,0.008919
178,0.276218,0.428207,0.546073,0.667184,0.705344,0.698903,0.660527,0.601825,0.539083,0.496132,0.451958,0.361060,0.293839,0.226720,0.204766,0.155814,0.109174,0.117435,0.148291,0.161028,0.144371,0.080163,0.086178,-0.000767
179,0.156211,0.216447,0.337968,0.355910,0.426374,0.465496,0.511326,0.548285,0.515088,0.526004,0.523809,0.447731,0.352798,0.268869,0.174378,0.166257,0.092194,0.086842,0.079447,0.037838,0.056674,0.054616,0.025493,0.046356
180,0.306591,0.448683,0.595303,0.737137,0.755785,0.821278,0.694182,0.561911,0.474134,0.391587,0.327895,0.277578,0.216588,0.180694,0.158287,0.133810,0.144561,0.098802,0.098779,0.103260,0.067617,0.042671,0.040702,0.027105
181,0.140517,0.179296,0.270946,0.332514,0.411761,0.445886,0.471975,0.509608,0.580898,0.616593,0.609779,0.584802,0.486619,0.385828,0.325680,0.270240,0.258914,0.261976,0.195387,0.177394,0.142279,0.068171,0.048713,0.014952
182,0.335730,0.537665,0.664140,0.780115,0.906041,0.902549,0.799451,0.777644,0.684037,0.674518,0.665912,0.673584,0.629466,0.565050,0.540336,0.486678,0.420471,0.361197,0.272831,0.163110,0.147805,0.086063,0.027547,0.002368
183,0.181219,0.268178,0.374920,0.476540,0.545443,0.538778,0.538542,0.509872,0.538300,0.552183,0.555412,0.451753,0.394301,0.280022,0.219538,0.192928,0.173119,0.155381,0.134270,0.087801,0.118836,0.070443,0.043000,-0.032997
184,0.140165,0.209135,0.244763,0.358628,0.337564,0.389478,0.422224,0.429138,0.435889,0.476187,0.422529,0.385596,0.318976,0.195990,0.195314,0.127502,0.092389,0.086674,0.090297,0.053539,0.050274,0.070923,-0.002850,0.015785
185,0.312083,0.483046,0.680565,0.748421,0.820138,0.812480,0.729792,0.703749,0.653967,0.562148,0.483583,0.447221,0.382840,0.339555,0.275506,0.247078,0.230924,0.219642,0.241808,0.246155,0.188043,0.119090,0.090013,0.004219
186,0.182163,0.301259,0.356079,0.433609,0.508263,0.485275,0.482254,0.494635,0.438837,0.476038,0.409237,0.391979,0.361098,0.318542,0.276145,0.262011,0.239319,0.243298,0.273107,0.250530,0.225674,0.122575,0.085907,0.006985
187,0.154601,0.184001,0.278270,0.361307,0.356448,0.383189,0.379361,0.370622,0.356288,0.354126,0.345551,0.332241,0.263769,0.232799,0.175581,0.195726,0.171086,0.136605,0.148031,0.195318,0.147111,0.076243,0.055493,0.029514
188,0.093364,0.154207,0.170491,0.241277,0.271529,0.318232,0.352872,0.447465,0.496077,0.557974,0.563834,0.516855,0.371204,0.325798,0.283236,0.224541,0.194146,0.204964,0.240518,0.223983,0.188592,0.151224,0.077032,0.048663
189,0.277282,0.388472,0.546199,0.623274,0.650495,0.666333,0.633840,0.549447,0.484159,0.408194,0.349094,0.291849,0.267144,0.214598,0.170522,0.134281,0.117514,0.163357,0.100530,0.137936,0.089481,0.065941,0.012029,0.038045
190,0.128655,0.246122,0.295158,0.341146,0.359991,0.382385,0.376689,0.409004,0.416259,0.454349,0.495274,0.531589,0.551203,0.585862,0.510328,0.534226,0.450043,0.371373,0.306005,0.257118,0.177905,0.129647,0.073647,0.048321
191,0.015584,0.063067,0.112177,0.096355,0.135815,0.134402,0.176422,0.233412,0.335478,0.338624,0.381485,0.345349,0.311806,0.222912,0.214737,0.150294,0.185296,0.197527,0.289143,0.260735,0.197822,0.167628,0.069236,0.005794
192,0.140708,0.255809,0.320508,0.426665,0.448110,0.441814,0.428391,0.418014,0.398733,0.367496,0.339933,0.269167,0.223319,0.152604,0.128430,0.116095,0.075300,0.117142,0.176584,0.185039,0.121378,0.091962,0.058665,0.026030
193,0.084318,0.140631,0.158833,0.224390,0.302584,0.201153,0.243311,0.255104,0.229595,0.253741,0.228032,0.182615,0.163530,0.130219,0.146440,0.133328,0.109104,0.097908,0.159527,0.117775,0.119892,0.070662,0.019065,0.015404
194,0.135626,0.184181,0.199389,0.242838,0.317372,0.354489,0.362526,0.432585,0.483713,0.504906,0.522948,0.426299,0.303727,0.201769,0.145920,0.119072,0.059012,0.058376,0.058798,0.045147,0.060920,0.030061,0.014353,0.016673
195,0.315365,0.426805,0.528982,0.694814,0.711012,0.689348,0.655393,0.538470,0.468579,0.399532,0.369838,0.325196,0.242438,0.189579,0.157921,0.075098,0.155643,0.107887,0.077333,0.122223,0.081371,0.081154,0.037489,-0.003725
196,0.155549,0.220310,0.361549,0.393286,0.429188,0.472497,0.497465,0.524437,0.504789,0.532315,0.561619,0.446526,0.391164,0.302914,0.228815,0.178582,0.191879,0.180148,0.156765,0.140160,0.088842,0.064498,0.046818,0.029499
197,0.141210,0.140633,0.236681,0.330204,0.340160,0.402392,0.425621,0.429683,0.450037,0.548062,0.532814,0.435187,0.379697,0.307929,0.196706,0.170636,0.144178,0.147795,0.135897,0.149382,0.092750,0.052542,0.004946,0.007257
198,0.271083,0.418597,0.528190,0.688567,0.704066,0.716058,0.700955,0.655564,0.593577,0.523677,0.506616,0.400791,0.318650,0.230852,0.127021,0.105747,0.113297,0.100313,0.087075,0.075384,0.044884,0.057607,0.040664,0.020326
199,0.213475,0.359602,0.477232,0.527703,0.576789,0.607195,0.571962,0.558225,0.516687,0.498879,0.481035,0.439721,0.416692,0.370086,0.361492,0.345325,0.253485,0.255756,0.232040,0.225449,0.170076,0.100769,0.071832,0.067806
200,0.321268,0.468897,0.632638,0.743866,0.815085,0.823387,0.675518,0.557550,0.421100,0.311556,0.245699,0.176501,0.140694,0.132066,0.110500,0.147328,0.089398,0.118195,0.123322,0.096815,0.117052,0.051566,0.063952,-0.027682
201,0.124487,0.166962,0.248177,0.280936,0.274617,0.345560,0.363560,0.441487,0.452953,0.522372,0.488337,0.426570,0.392603,0.305294,0.262344,0.216622,0.248360,0.234349,0.234479,0.187691,0.178879,0.087839,0.084921,0.055900
202,0.150629,0.252928,0.331698,0.405003,0.448234,0.465800,0.418308,0.443905,0.403138,0.388468,0.385810,0.388679,0.360333,0.316368,0.284836,0.248808,0.238580,0.234015,0.208518,0.162625,0.168998,0.099579,0.052435,0.047936
203,0.379265,0.533476,0.709276,0.856174,0.886473,0.977747,0.932424,0.856500,0.830056,0.727611,0.697761,0.590638,0.447382,0.362387,0.223907,0.213262,0.183142,0.131958,0.141864,0.088222,0.080924,0.047057,0.016182,0.001350
204,0.289955,0.482268,0.641663,0.793179,0.797636,0.856809,0.756785,0.725592,0.704695,0.622845,0.584920,0.483685,0.457526,0.302282,0.220263,0.186709,0.161333,0.164477,0.166759,0.138991,0.098616,0.054170,0.029801,0.023475
205,0.154480,0.231175,0.285535,0.327713,0.345875,0.379302,0.377256,0.354631,0.296506,0.338142,0.327685,0.259422,0.213627,0.160244,0.143285,0.109254,0.127868,0.091874,0.101977,0.142306,0.101616,0.064601,0.040550,0.003454
