account_ref,plan,support_tier,theme,tenure_months,monthly_spend,sessions_week,churned
105748,basic,none,light,15.2,522.06,5.51,1
109229,pro,none,dark,20.9,679.56,8.99,0
108376,pro,email,light,12.2,453.1,16.4,0
106700,enterprise,priority,dark,21.0,726.21,14.05,0
110461,basic,priority,light,11.5,548.54,7.03,1
108578,basic,email,dark,10.7,624.78,16.87,0
110257,pro,email,dark,27.5,879.75,10.57,0
104113,basic,email,light,15.6,605.34,4.37,1
106752,basic,none,light,15.3,501.69,6.25,1
108779,enterprise,none,dark,27.4,813.94,8.64,0
101398,basic,none,dark,6.0,391.53,7.25,1
104408,pro,none,dark,21.7,817.12,11.1,0
107986,pro,none,dark,24.1,831.69,8.86,0
100053,basic,priority,light,27.6,756.18,6.85,1
105149,pro,priority,dark,9.0,371.12,8.59,0
106216,pro,none,light,27.3,832.99,10.63,0
104423,enterprise,none,light,20.1,688.06,11.01,0
100316,basic,none,light,13.9,412.15,7.01,1
108477,enterprise,email,light,21.1,475.89,8.65,0
105742,pro,none,light,0.1,377.44,14.88,0
110397,pro,none,dark,29.4,1002.39,8.93,0
104371,pro,none,dark,18.1,800.37,8.58,0
105666,enterprise,none,dark,11.8,481.85,10.86,0
104287,basic,none,dark,25.0,706.89,6.36,1
101109,basic,none,dark,4.8,413.41,8.32,0
104548,pro,priority,dark,0.7,269.27,11.32,0
100419,pro,none,light,14.7,450.81,10.4,0
108743,pro,none,light,1.3,436.42,13.24,0
105507,basic,email,light,13.9,445.84,11.81,0
103109,pro,none,dark,13.6,471.3,7.74,1
110704,pro,priority,light,11.5,421.74,10.29,0
104513,basic,priority,dark,14.9,576.75,14.91,0
106985,pro,none,dark,25.1,809.47,9.91,0
109285,basic,email,dark,20.0,687.25,8.36,1
104755,enterprise,email,light,13.0,509.14,12.9,0
110355,basic,none,light,17.4,728.63,7.56,1
103948,enterprise,email,dark,12.7,467.04,13.87,0
105556,pro,email,light,15.6,635.63,4.91,0
102623,pro,priority,dark,7.5,434.28,11.6,0
108598,basic,priority,light,21.6,760.38,4.46,1
108597,basic,priority,light,14.3,659.26,11.66,0
105539,pro,none,dark,24.2,1011.1,12.17,0
100934,pro,email,light,36.4,949.64,8.13,1
106037,pro,none,dark,7.9,296.43,14.33,0
106355,basic,none,light,9.5,632.89,7.58,1
101219,enterprise,priority,dark,8.8,388.73,12.1,0
100278,pro,none,light,9.8,523.18,10.63,1
103748,pro,priority,dark,15.7,588.12,10.09,0
109797,pro,none,dark,1.7,431.6,11.97,0
107925,pro,none,light,18.8,536.65,11.71,0
101326,basic,dedicated,light,7.5,439.73,9.63,0
108014,enterprise,none,dark,7.9,485.25,10.21,0
111106,pro,none,light,13.4,511.79,9.78,0
107121,basic,dedicated,light,19.0,726.86,13.28,0
103191,basic,email,dark,42.1,1070.01,13.2,0
102298,basic,none,dark,32.2,714.88,5.0,1
101098,basic,priority,light,18.6,741.26,9.69,0
103622,basic,priority,light,27.1,660.03,13.23,0
105644,basic,none,dark,42.7,1244.18,5.31,1
103105,enterprise,none,dark,8.3,530.4,4.63,1
104267,pro,email,light,30.6,726.66,4.79,0
110628,basic,email,dark,36.8,959.24,7.74,1
101358,basic,none,light,23.2,624.98,7.47,1
103105,pro,priority,light,20.4,595.16,9.86,0
101221,basic,dedicated,light,29.1,804.07,13.91,0
102826,basic,none,light,35.0,846.01,5.45,1
102466,basic,priority,dark,23.5,846.53,1.83,0
106364,basic,none,light,8.8,165.71,11.17,1
108665,enterprise,email,light,14.6,579.18,16.18,0
110147,basic,email,light,16.7,665.32,10.93,0
102820,pro,none,light,10.8,548.01,8.68,0
106703,basic,email,dark,15.2,373.03,15.08,0
108673,pro,priority,light,10.8,527.02,8.86,0
107792,basic,email,light,24.6,729.62,2.51,1
109490,pro,priority,light,4.2,423.95,10.52,0
107945,basic,email,light,24.5,798.74,14.01,0
103810,pro,email,light,20.8,801.23,12.13,0
110080,pro,priority,dark,28.5,693.81,16.87,0
106133,basic,none,dark,16.4,682.88,12.87,0
100857,basic,dedicated,light,12.3,488.75,8.51,0
110792,pro,none,light,9.9,551.45,11.45,0
102227,pro,email,dark,19.2,649.23,11.66,0
105766,basic,none,dark,27.7,806.2,3.85,0
102383,pro,email,light,22.1,767.86,11.78,0
102032,pro,dedicated,light,13.4,632.44,13.33,0
102460,basic,none,light,7.3,588.32,12.8,0
100141,basic,none,light,14.5,750.79,16.31,0
101807,basic,none,dark,13.0,500.38,17.49,0
108188,pro,email,light,27.1,834.05,9.74,0
105521,basic,email,light,27.4,774.73,3.73,1
108780,basic,none,light,14.0,445.05,6.74,1
100315,pro,dedicated,dark,23.9,906.85,10.12,0
104981,basic,priority,light,16.4,583.61,13.81,0
100501,pro,priority,dark,20.5,752.96,9.69,0
106581,basic,none,dark,13.3,778.24,0.0,1
108026,pro,priority,dark,28.1,821.48,7.3,0
104208,basic,email,dark,26.9,779.02,10.2,0
101002,basic,none,light,21.6,586.63,16.54,0
107966,enterprise,none,dark,13.4,375.46,10.27,0
111373,pro,priority,light,17.3,582.48,5.31,0
106800,basic,email,dark,18.5,792.7,6.82,1
100881,basic,priority,dark,29.2,854.99,5.58,0
109616,pro,email,light,0.1,494.83,12.33,0
100327,basic,none,dark,22.2,701.36,4.2,1
109443,basic,email,light,13.5,509.84,10.65,0
106339,pro,none,dark,20.7,690.82,7.13,1
102150,pro,none,dark,15.6,581.63,5.93,0
102310,pro,email,light,22.8,552.44,12.33,0
103822,basic,none,dark,13.7,579.16,10.77,1
101749,enterprise,email,light,28.7,843.33,6.86,0
110896,basic,priority,light,25.3,702.94,11.49,0
105397,pro,none,light,12.5,607.28,3.46,1
100841,pro,none,light,14.9,442.61,0.0,0
110830,pro,none,dark,19.9,623.13,13.4,0
107737,pro,priority,light,7.9,520.77,11.2,0
104850,pro,none,dark,10.6,409.58,5.98,1
100988,basic,email,light,26.7,663.73,10.14,1
110811,basic,email,light,17.5,639.41,10.16,0
102929,pro,priority,dark,21.1,763.22,2.2,1
111006,enterprise,email,light,4.8,309.5,12.73,0
103506,basic,email,light,13.4,335.89,14.09,0
110696,basic,dedicated,dark,28.1,819.11,7.44,0
111618,pro,email,light,14.3,588.53,4.42,1
108335,basic,priority,light,21.5,763.06,14.83,0
102802,basic,none,light,10.6,343.43,12.17,0
101246,enterprise,none,dark,25.7,798.21,11.73,0
106273,basic,priority,light,9.7,362.08,11.05,1
100678,pro,email,light,22.8,671.15,13.09,0
100441,basic,priority,light,9.2,457.59,7.3,1
105888,basic,priority,dark,27.6,747.15,7.62,1
110001,pro,none,light,26.5,820.98,7.52,1
100159,pro,email,dark,10.2,522.45,5.37,1
108538,basic,none,dark,15.0,596.67,6.75,1
104507,enterprise,none,light,20.2,901.79,15.3,0
102367,pro,email,light,1.9,400.37,7.5,1
110337,pro,dedicated,dark,19.7,838.36,3.89,0
110835,pro,priority,dark,14.3,660.06,13.57,0
110859,basic,email,dark,32.0,991.72,5.1,1
102896,pro,none,dark,17.5,746.5,13.76,1
111689,enterprise,email,dark,8.8,488.01,10.89,0
104921,basic,email,light,24.9,844.28,10.97,0
107136,basic,email,dark,34.7,719.05,8.35,0
106078,pro,none,light,11.2,648.8,14.47,0
106274,pro,dedicated,dark,27.3,940.02,10.45,0
107764,basic,none,light,20.6,686.3,15.58,0
100486,basic,none,dark,13.8,583.81,15.12,0
110569,enterprise,email,light,49.2,1186.22,9.8,0
101628,enterprise,none,light,43.6,1193.69,13.93,0
107474,basic,email,dark,13.4,555.13,12.75,0
105283,basic,priority,light,26.6,791.85,5.93,1
107678,pro,email,dark,19.6,749.46,10.95,0
111524,enterprise,none,light,33.0,919.23,13.14,0
110252,basic,none,light,25.5,890.2,6.92,0
103420,pro,email,light,37.2,977.48,7.04,0
105221,basic,none,light,21.4,824.43,8.47,0
103434,basic,email,dark,31.9,947.91,7.83,0
108572,basic,email,light,0.1,400.08,14.28,0
104136,basic,none,light,28.2,806.37,11.21,0
100452,pro,email,light,0.1,409.16,11.15,0
100180,enterprise,none,light,22.8,735.8,10.54,0
110855,pro,none,light,19.0,640.6,6.49,0
102789,enterprise,priority,light,13.5,412.61,13.07,0
100791,pro,none,light,20.2,747.47,7.94,0
108851,basic,none,dark,0.1,176.52,14.62,0
104085,pro,none,light,2.6,381.37,11.3,0
103305,basic,priority,light,17.0,584.15,0.0,1
104552,basic,none,dark,33.1,1040.06,9.03,1
111195,enterprise,email,dark,25.7,889.09,13.88,0
108929,basic,email,dark,15.1,422.65,10.49,1
108643,basic,priority,light,29.4,660.38,4.79,0
102193,pro,priority,light,23.5,863.69,10.21,0
110421,basic,none,dark,17.9,611.47,12.22,0
109762,basic,priority,dark,33.8,771.17,12.28,0
100917,basic,none,light,28.6,750.85,11.88,1
100434,basic,priority,dark,18.3,732.22,9.89,1
102448,pro,email,light,20.4,678.53,11.54,0
102544,basic,email,dark,35.4,798.6,11.7,0
106157,enterprise,dedicated,dark,27.1,996.81,10.93,0
109830,basic,email,dark,15.2,546.34,4.39,1
103982,enterprise,email,light,29.1,849.88,13.76,0
110285,basic,none,light,26.2,848.05,7.98,1
109600,pro,email,light,19.5,435.62,6.74,0
102762,basic,none,dark,0.1,229.43,9.65,0
109390,basic,email,light,19.0,735.76,6.44,1
102167,basic,dedicated,light,36.4,1008.18,7.58,1
100576,basic,dedicated,dark,30.8,1075.85,6.0,0
107255,basic,email,dark,26.2,765.18,9.73,1
107999,pro,dedicated,dark,25.6,737.89,10.88,0
111696,basic,priority,light,3.7,136.36,16.8,0
104592,basic,priority,light,8.4,604.83,10.77,0
108587,basic,email,dark,21.3,459.2,5.42,0
108057,basic,none,light,26.4,922.44,10.02,0
111663,enterprise,email,light,21.4,605.45,10.09,1
101485,pro,none,light,17.3,546.38,14.54,0
102208,basic,priority,light,26.3,795.16,3.15,0
100499,basic,email,dark,15.0,736.06,6.13,0
106687,basic,none,light,16.8,471.74,8.38,0
105777,pro,none,light,28.2,710.8,9.79,0
106703,pro,none,dark,26.6,1061.51,8.04,1
100987,basic,none,dark,27.8,885.86,13.63,0
103122,enterprise,priority,dark,16.8,737.77,9.32,1
105431,basic,none,light,23.7,652.79,14.85,0
111717,pro,dedicated,dark,33.9,946.86,9.5,0
107912,pro,email,dark,23.1,649.52,10.7,1
104229,pro,priority,dark,24.1,956.85,8.22,0
107522,pro,priority,dark,15.5,562.42,8.38,1
102349,pro,dedicated,light,23.9,663.6,8.41,0
109152,basic,email,light,17.3,788.24,5.64,1
102008,basic,email,light,19.4,868.13,10.0,1
101137,basic,email,dark,15.8,508.19,7.65,0
106700,basic,priority,dark,28.5,822.43,8.26,0
101891,pro,email,light,29.5,929.42,7.58,1
106139,pro,none,dark,25.3,685.33,10.64,0
106168,basic,none,light,9.7,574.48,8.41,1
102936,basic,email,light,16.5,691.8,11.47,0
104396,basic,none,dark,10.8,546.29,8.17,0
110536,basic,none,light,11.2,522.13,5.57,1
110780,pro,email,light,18.0,653.76,11.05,0
107996,pro,none,dark,18.2,508.21,13.63,0
106155,basic,priority,light,34.3,949.76,12.5,0
110806,pro,none,dark,17.7,900.84,8.15,0
107193,pro,none,dark,0.1,518.49,13.3,0
110387,enterprise,email,light,10.6,596.02,11.43,0
100456,basic,email,light,19.6,735.87,9.41,0
111189,basic,email,dark,31.7,1172.26,9.47,1
102767,basic,dedicated,dark,27.5,867.76,11.83,0
105626,basic,none,dark,25.2,921.03,6.38,1
108115,pro,none,light,5.5,467.28,4.8,1
110653,basic,none,light,33.3,1033.79,14.21,0
101031,pro,none,dark,17.1,780.2,10.72,0
103753,pro,none,light,1.8,373.26,9.53,0
100857,basic,none,light,17.2,592.36,8.87,0
109642,basic,dedicated,dark,23.0,895.92,16.7,0
108747,basic,none,light,23.8,762.67,11.76,0
100418,basic,none,light,32.2,893.87,7.62,1
106633,pro,email,light,14.9,492.1,8.46,0
104098,basic,email,light,21.3,911.66,11.67,1
105062,pro,none,light,8.8,280.78,7.2,0
101511,pro,priority,light,8.8,327.2,3.5,1
101014,pro,email,light,13.4,502.78,12.98,0
106735,pro,dedicated,light,30.9,891.44,11.93,0
102194,basic,email,dark,19.7,793.06,5.19,1
107479,pro,priority,light,16.1,622.55,7.9,0
110051,basic,email,dark,17.5,558.04,13.68,0
104769,basic,priority,dark,21.3,657.6,10.24,0
103768,basic,none,light,11.3,518.36,13.25,0
105864,basic,email,dark,28.3,654.7,8.78,1
102115,pro,none,dark,14.6,557.81,10.35,0
103099,basic,dedicated,light,19.1,766.15,13.83,0
104498,basic,priority,dark,31.4,810.08,13.16,0
102234,basic,priority,dark,28.0,719.12,5.18,1
111791,pro,email,dark,6.1,605.69,8.12,0
107421,basic,email,dark,35.8,965.74,4.46,0
111144,basic,none,dark,24.1,982.83,9.73,1
109131,pro,none,light,36.8,958.05,7.53,0
105140,basic,email,light,5.7,268.36,11.18,0
107079,basic,none,light,27.7,882.74,10.89,1
110776,basic,priority,light,11.5,574.04,12.27,0
110964,basic,priority,dark,8.8,634.86,8.76,1
110908,enterprise,none,light,23.5,771.96,11.19,0
103703,basic,dedicated,light,18.1,644.21,8.76,0
110289,pro,none,light,31.7,825.98,11.08,0
102068,basic,email,light,13.4,767.36,11.72,0
102321,pro,none,light,19.6,765.05,10.21,1
100714,basic,email,light,22.6,700.51,3.78,0
100324,basic,email,light,9.1,643.95,17.62,0
107834,pro,none,light,11.8,479.64,12.8,0
110923,pro,none,light,20.6,727.31,9.64,0
109890,pro,none,light,1.5,411.45,8.29,0
104213,enterprise,email,light,0.1,144.88,6.58,0
110408,basic,none,light,18.8,659.9,13.29,1
111222,basic,email,dark,1.2,231.4,14.41,0
109489,basic,dedicated,light,16.3,510.64,15.48,0
110476,basic,email,dark,16.6,491.44,7.57,0
111451,pro,none,dark,30.5,896.93,11.22,0
105156,pro,priority,dark,19.6,613.55,10.66,0
104884,basic,none,light,28.8,914.64,13.24,0
107924,basic,none,light,23.9,786.75,6.13,1
110121,basic,email,dark,14.8,673.34,6.29,1
107852,pro,email,light,30.0,826.24,5.76,0
100108,basic,email,dark,8.6,378.45,12.76,0
101698,enterprise,none,dark,26.1,1008.87,9.7,0
108123,basic,none,light,16.5,616.74,7.32,1
109960,basic,email,dark,21.9,754.6,11.21,0
104505,basic,none,light,17.5,473.9,10.24,1
109651,pro,priority,light,23.3,811.0,4.79,1
105716,pro,email,dark,20.3,768.84,4.37,1
101000,basic,email,light,10.8,500.59,12.36,0
107978,pro,email,dark,28.0,504.6,11.04,0
105362,enterprise,none,dark,0.1,308.21,6.27,0
102737,basic,dedicated,light,29.6,1025.07,13.65,0
104644,basic,none,light,13.9,533.04,1.74,1
106718,basic,email,dark,8.8,568.23,9.94,0
101858,basic,none,light,28.4,820.78,11.52,0
106314,basic,priority,light,20.2,710.48,10.08,0
104945,basic,priority,light,36.9,1002.73,10.93,0
106337,enterprise,dedicated,dark,26.2,912.25,6.63,0
107748,basic,priority,dark,16.9,488.17,8.85,0
107314,basic,email,light,18.3,735.97,9.24,1
104480,pro,priority,dark,17.6,545.01,8.81,0
106229,pro,priority,dark,23.1,874.54,12.87,0
104548,basic,priority,light,27.7,734.49,10.2,0
101227,pro,priority,light,31.1,894.45,13.58,0
102013,basic,priority,dark,17.0,573.85,18.34,0
110839,enterprise,none,light,15.3,391.65,4.96,0
100813,pro,none,light,33.6,1105.66,7.58,1
108799,pro,none,light,11.0,462.52,16.43,0
101666,pro,none,dark,3.4,413.4,9.19,0
100897,enterprise,priority,light,13.9,646.38,6.26,0
107831,pro,priority,dark,7.0,305.96,13.73,0
111112,basic,none,dark,17.1,451.26,8.0,1
106392,basic,none,light,30.1,1042.66,10.47,0
103741,pro,email,light,12.6,526.34,9.88,0
106678,basic,email,light,14.8,534.16,10.64,1
109413,basic,email,light,15.3,441.76,15.67,0
103395,enterprise,email,light,8.8,582.14,6.55,0
100689,pro,none,dark,12.1,381.72,13.38,0
111668,basic,priority,dark,22.7,681.79,8.64,1
109568,enterprise,none,dark,2.0,364.22,9.72,0
109938,pro,dedicated,dark,24.1,801.47,12.95,0
103481,pro,email,light,4.6,509.6,10.86,0
111774,basic,dedicated,dark,17.7,579.44,14.41,0
106240,pro,priority,light,12.5,486.83,6.49,1
106142,basic,priority,light,9.7,399.37,8.87,1
105871,basic,none,light,25.2,858.35,8.94,1
109303,pro,dedicated,light,29.3,896.5,10.41,0
106999,basic,email,light,14.6,639.15,10.3,1
107579,enterprise,none,light,6.2,383.82,17.8,0
103264,pro,email,light,27.5,879.96,8.21,0
110958,pro,email,light,29.1,888.54,13.57,0
100537,pro,priority,dark,18.2,726.29,18.22,0
100026,basic,email,light,15.6,607.71,12.35,1
107665,basic,email,dark,15.4,583.84,14.12,0
110834,pro,email,dark,21.0,780.53,6.7,1
100387,basic,email,dark,21.3,786.13,10.11,0
111761,enterprise,email,light,12.1,455.61,11.6,0
110619,basic,email,dark,0.1,130.9,4.68,1
110298,basic,none,dark,16.4,498.28,9.22,1
102736,enterprise,email,dark,5.3,322.93,7.97,0
104129,basic,none,light,20.7,837.54,10.2,0
103512,pro,none,light,21.7,830.36,7.99,0
111477,basic,email,light,32.5,1028.77,7.47,0
106490,pro,priority,dark,17.3,484.77,9.34,0
101555,basic,priority,light,24.6,782.14,4.27,1
110339,basic,none,light,20.0,684.6,9.9,0
108006,basic,none,dark,0.1,204.42,16.72,0
104011,pro,none,light,30.0,896.3,12.12,0
110761,pro,none,light,18.6,578.91,14.96,0
107988,basic,none,light,4.7,341.72,8.16,1
111511,basic,priority,dark,12.2,295.54,3.5,1
105388,basic,email,dark,27.7,905.98,11.88,0
111194,basic,email,dark,22.4,532.18,8.4,1
107361,basic,email,dark,14.5,629.67,7.55,0
104534,basic,none,light,26.3,607.87,10.81,0
101850,pro,dedicated,dark,17.4,535.11,10.0,0
107767,pro,priority,dark,23.0,637.52,12.15,0
103053,pro,none,light,9.0,376.02,13.6,0
102085,basic,none,light,0.9,251.0,4.41,1
102368,enterprise,none,light,17.2,685.64,9.01,0
109646,basic,priority,dark,29.5,856.77,13.63,0
100347,basic,email,light,9.6,658.85,12.81,1
110817,basic,none,light,15.5,569.77,10.11,0
108423,basic,email,light,38.2,1012.04,7.45,1
100865,enterprise,priority,dark,20.0,641.4,11.23,0
110948,basic,email,dark,23.2,859.04,10.93,1
110185,basic,none,light,0.1,391.14,7.57,1
110900,basic,priority,dark,21.2,771.93,7.96,0
100109,basic,dedicated,dark,21.8,495.39,14.87,0
108761,basic,email,dark,11.8,548.93,9.11,0
108003,enterprise,none,dark,19.0,733.35,10.9,0
103263,enterprise,dedicated,light,15.5,608.07,13.61,0
102081,pro,email,light,23.5,718.3,8.13,0
111670,basic,email,light,22.0,757.64,6.51,1
103861,pro,none,light,9.7,468.59,6.91,1
101670,basic,dedicated,dark,23.0,771.27,9.97,0
104709,basic,dedicated,light,30.8,782.56,12.83,0
105006,pro,none,light,13.5,568.89,10.34,0
103284,pro,email,light,11.9,556.62,13.3,0
100421,pro,email,light,1.3,407.05,6.47,0
108212,basic,email,dark,23.2,765.9,7.88,1
106720,basic,dedicated,dark,17.5,600.48,13.88,0
107315,basic,email,light,23.9,700.96,3.8,1
108479,basic,none,dark,21.7,583.97,9.02,0
104130,basic,email,light,17.3,581.84,12.29,0
111217,enterprise,priority,light,15.9,520.07,8.61,0
104552,basic,priority,light,30.2,1044.94,8.23,0
104749,basic,none,dark,4.9,230.78,6.65,1
110246,basic,priority,dark,13.2,525.0,12.55,0
100214,basic,email,light,19.3,721.73,10.91,1
107838,basic,priority,dark,4.7,502.81,8.66,0
111073,pro,email,light,22.4,716.15,13.77,0
103224,enterprise,email,light,6.4,385.95,16.73,0
102470,basic,none,dark,37.9,1081.05,0.0,1
109771,basic,email,dark,0.1,146.63,7.8,0
101872,basic,email,dark,34.1,876.8,10.63,0
102445,basic,none,dark,11.6,536.78,14.26,0
104030,enterprise,email,dark,12.6,519.71,7.91,0
100809,pro,email,dark,12.9,573.15,11.0,1
109748,pro,priority,light,20.4,646.22,10.75,0
103279,basic,none,dark,30.0,856.78,12.06,0
100820,basic,none,light,24.6,734.12,13.28,0
104946,pro,priority,dark,10.4,595.29,12.87,0
103856,pro,none,light,28.0,995.1,7.1,0
103346,basic,priority,dark,19.7,699.11,7.3,1
108386,basic,priority,light,8.2,383.66,9.61,0
105365,pro,dedicated,light,18.8,696.7,11.48,0
107367,basic,priority,light,32.5,873.9,8.34,0
104869,basic,none,light,24.1,724.36,6.17,1
101744,basic,dedicated,dark,11.4,410.73,14.81,0
109535,basic,none,light,13.1,451.39,4.66,1
105965,enterprise,email,dark,20.8,646.32,14.46,0
111389,basic,none,light,29.3,830.23,7.06,1
105905,pro,none,light,34.2,988.05,6.87,0
107949,pro,none,light,9.0,431.01,9.52,0
106259,pro,email,light,14.1,599.46,3.53,1
110071,pro,email,dark,13.7,556.22,12.76,1
105817,pro,priority,light,22.1,949.85,7.17,1
109118,basic,none,light,9.8,317.04,12.91,0
108179,basic,priority,dark,20.7,623.73,1.76,1
102981,pro,dedicated,dark,15.2,586.22,10.81,0
111276,pro,email,light,21.8,819.25,10.96,1
108580,pro,priority,light,8.1,509.03,13.67,0
102078,pro,none,light,29.3,1013.46,11.47,0
102130,basic,dedicated,light,29.3,773.06,15.3,0
111520,enterprise,email,dark,15.2,470.66,11.3,0
100675,pro,email,light,19.7,636.56,12.74,0
101368,pro,email,dark,22.2,832.08,11.74,0
107621,enterprise,none,light,10.0,593.52,8.58,0
109487,basic,email,dark,23.0,800.82,4.91,1
104067,basic,email,light,21.5,626.49,6.36,0
109254,basic,none,light,21.2,774.89,4.73,1
100258,enterprise,none,light,27.8,839.89,9.01,0
110428,enterprise,none,dark,20.0,769.13,9.7,0
100795,basic,email,light,8.5,509.1,9.99,0
101994,basic,dedicated,dark,11.6,607.17,10.62,1
100618,enterprise,none,dark,16.7,427.72,12.75,0
104961,basic,none,dark,25.7,759.72,4.2,0
101037,basic,none,light,20.2,638.1,6.33,1
107329,basic,email,dark,8.6,624.48,15.03,0
107547,basic,none,light,25.1,773.26,5.13,1
109713,enterprise,none,light,7.0,429.53,15.71,0
101779,basic,none,dark,23.5,786.03,11.97,0
101323,basic,none,dark,34.6,999.92,16.5,0
103632,pro,email,light,10.1,497.38,16.41,0
106960,pro,priority,dark,20.3,687.93,15.8,0
109075,pro,email,light,16.4,618.59,13.67,0
109637,enterprise,none,dark,20.4,670.08,9.15,1
103482,basic,none,dark,27.6,942.5,12.1,0
109047,basic,email,dark,0.1,53.61,16.22,0
102381,basic,email,light,1.5,261.52,14.51,0
111325,basic,none,light,7.2,297.52,9.19,0
110585,pro,priority,light,11.4,468.0,8.55,0
102659,pro,email,dark,40.0,1172.37,7.98,0
101358,pro,none,light,16.8,673.19,10.77,0
101824,pro,email,light,29.2,826.28,10.37,0
108212,enterprise,priority,light,14.1,566.86,10.65,0
105722,pro,none,light,16.7,557.79,9.75,0
106540,basic,email,dark,17.1,762.4,12.09,0
109778,basic,email,light,25.3,1009.03,10.21,1
111680,basic,email,dark,37.3,1092.82,8.86,0
103174,basic,email,dark,15.7,672.19,7.07,1
108447,basic,priority,light,24.8,697.79,4.39,1
104140,enterprise,none,light,10.5,513.06,5.71,1
102679,enterprise,email,light,16.7,564.02,13.44,0
105258,pro,email,dark,10.4,379.72,6.25,1
