unit_id,region,stratum,cluster,satisfaction,office_temp_c,spend
648,sa-east,smb,458,4,19.97,285.39
649,us-east,mid,87,4,20.09,615.61
650,us-east,mid,126,3,23.44,888.84
651,us-east,smb,391,4,22.52,254.13
652,eu-west,smb,461,4,21.49,383.35
653,us-east,mid,184,4,20.18,467.14
654,us-east,mid,235,5,21.68,509.3
655,us-west,mid,578,1,20.07,567.31
656,ap-south,large,194,5,14.62,1565.1
657,ap-south,smb,332,5,22.48,257.66
658,us-east,smb,421,4,22.38,229.15
659,sa-east,large,526,4,19.3,1310.56
660,us-east,smb,148,3,20.2,154.57
661,eu-west,smb,353,4,18.07,187.2
662,sa-east,large,228,1,20.08,2143.42
663,us-west,smb,435,3,18.37,217.52
664,eu-west,mid,226,5,19.89,300.48
665,eu-west,smb,483,4,22.19,216.66
666,eu-west,mid,35,4,22.71,346.76
667,us-east,smb,277,5,19.52,290.49
668,ap-south,smb,96,2,20.12,199.42
669,ap-south,strategic,418,3,22.6,3090.72
670,us-west,smb,68,2,22.03,232.13
671,us-east,large,213,5,19.75,1683.02
672,eu-west,smb,158,4,22.12,241.05
673,eu-west,smb,110,2,22.53,219.21
674,us-west,large,128,2,22.92,1500.52
675,eu-west,smb,201,5,22.4,347.8
676,us-east,large,527,4,21.98,1196.03
677,ap-south,large,95,4,19.83,1967.3
678,eu-west,mid,153,1,19.88,575.69
679,ap-south,smb,367,4,20.53,263.71
680,us-west,mid,505,4,17.59,341.15
681,ap-south,strategic,490,3,18.43,2693.29
682,us-west,smb,457,4,22.96,377.87
683,sa-east,smb,129,4,20.56,171.7
684,us-west,smb,322,3,17.5,232.2
685,sa-east,mid,443,3,19.96,419.01
686,us-west,smb,474,5,18.88,71.66
687,eu-west,mid,348,5,22.87,879.53
688,us-east,smb,509,3,22.2,106.35
689,sa-east,smb,470,5,20.89,228.34
690,us-east,mid,568,4,18.64,584.71
691,us-west,smb,208,2,24.46,160.84
692,eu-west,smb,357,1,21.69,218.19
693,ap-south,smb,72,4,20.67,291.91
694,ap-south,smb,203,5,18.72,216.13
695,us-east,mid,109,2,20.62,818.47
696,us-west,mid,75,2,22.74,508.91
697,sa-east,large,84,4,23.48,1783.27
698,us-west,smb,312,4,21.86,181.33
699,eu-west,smb,91,4,22.14,264.47
700,ap-south,smb,551,5,19.34,316.62
701,us-east,mid,484,1,19.66,451.88
702,sa-east,mid,51,3,21.55,436.3
703,eu-west,smb,31,4,22.32,294.87
704,us-west,large,477,4,22.02,2280.43
705,ap-south,mid,586,4,25.2,469.03
706,us-west,smb,405,5,19.4,247.86
707,ap-south,large,412,4,19.37,1676.54
708,us-east,mid,553,4,18.46,476.6
709,sa-east,mid,519,2,20.26,1048.74
710,us-east,smb,182,4,20.67,261.04
711,us-west,smb,253,2,18.49,193.87
712,us-west,smb,180,3,21.5,181.17
713,eu-west,smb,535,4,20.13,189.31
714,eu-west,smb,85,2,17.82,288.32
715,eu-west,smb,21,2,21.26,206.78
716,us-east,mid,306,5,19.25,767.67
717,sa-east,smb,476,3,22.0,199.16
718,us-west,smb,433,4,17.92,226.79
719,us-east,large,28,5,16.69,1127.98
720,us-west,smb,52,2,19.84,331.33
721,us-east,large,562,4,18.73,818.64
722,us-west,smb,100,4,20.41,330.26
723,us-east,smb,86,5,20.07,322.32
724,eu-west,smb,514,3,17.97,327.58
725,sa-east,large,416,4,21.59,2272.89
726,ap-south,large,439,2,19.62,1043.14
727,us-west,smb,274,1,20.64,216.89
728,eu-west,smb,44,4,20.99,272.33
729,ap-south,smb,213,5,18.9,242.7
730,ap-south,large,492,5,22.98,848.59
731,us-east,smb,309,4,19.84,244.19
732,us-west,smb,594,5,22.95,352.21
733,ap-south,large,387,3,18.05,897.84
734,us-west,smb,550,4,21.36,244.79
735,ap-south,smb,533,3,20.75,323.29
736,ap-south,large,363,3,22.33,1562.28
737,us-east,mid,105,5,21.76,580.04
738,us-east,large,304,4,18.01,1370.14
739,us-east,large,426,2,18.44,1931.8
740,us-east,smb,328,2,20.33,286.91
741,us-west,smb,575,3,18.95,215.44
742,ap-south,smb,34,3,20.4,257.71
743,eu-west,large,156,4,19.61,1805.73
744,us-east,smb,176,4,24.45,117.37
745,ap-south,smb,409,4,20.88,259.0
746,sa-east,smb,380,4,19.47,200.99
747,eu-west,mid,270,3,22.24,467.85
748,us-east,large,471,2,24.53,2199.53
749,ap-south,smb,511,4,19.77,230.27
750,us-east,smb,382,3,21.22,366.22
751,us-east,mid,121,5,20.45,496.92
752,us-west,mid,17,4,21.7,416.27
753,us-west,mid,69,5,20.25,244.96
754,us-east,smb,425,4,22.1,263.27
755,us-east,smb,227,4,21.7,274.26
756,us-east,smb,47,3,18.53,262.52
757,us-east,smb,367,3,20.89,279.41
758,eu-west,smb,346,4,19.69,211.91
759,ap-south,mid,114,3,18.69,525.95
760,us-east,smb,40,2,22.92,122.06
761,us-east,mid,481,4,22.35,686.43
762,sa-east,mid,268,4,22.18,664.83
763,eu-west,strategic,525,3,23.05,4137.19
764,eu-west,smb,174,4,18.75,193.48
765,us-west,strategic,159,4,24.17,3199.67
766,us-west,smb,377,3,19.31,250.49
767,ap-south,large,316,3,22.52,991.9
768,us-east,large,68,3,17.73,1685.0
769,us-west,smb,262,4,21.88,311.96
770,eu-west,mid,29,4,22.15,660.03
771,us-west,smb,318,4,21.79,181.85
772,us-west,large,372,3,20.29,1363.07
773,sa-east,mid,82,3,19.87,377.89
774,ap-south,mid,489,1,23.44,524.65
775,sa-east,smb,38,4,20.7,88.73
776,us-east,smb,336,3,19.48,204.28
777,ap-south,smb,56,4,20.48,254.63
778,us-east,smb,451,3,20.3,235.49
779,ap-south,smb,199,4,22.02,285.24
780,us-east,smb,164,4,22.12,306.17
781,us-east,smb,458,5,21.96,291.95
782,ap-south,smb,151,3,21.13,310.86
783,us-east,smb,585,4,19.88,301.21
784,us-east,smb,453,5,16.77,175.31
785,us-east,smb,197,5,19.62,209.66
786,us-west,smb,125,5,20.53,274.49
787,sa-east,smb,365,2,22.8,314.97
788,eu-west,mid,99,2,21.78,792.13
789,us-west,smb,95,4,19.99,165.89
790,us-east,smb,78,4,19.16,294.5
791,us-east,smb,122,5,21.22,251.88
792,ap-south,mid,580,3,26.34,874.81
793,us-east,mid,483,4,21.58,652.21
794,eu-west,mid,393,2,19.82,541.59
795,us-east,smb,430,5,22.42,112.95
796,us-west,smb,297,3,21.18,155.54
797,ap-south,mid,358,3,23.77,421.76
798,ap-south,large,487,1,22.43,645.34
799,ap-south,smb,266,3,21.13,173.05
800,sa-east,smb,213,3,22.17,345.91
801,us-west,smb,135,4,25.29,212.1
802,us-west,mid,101,3,18.64,705.68
803,us-west,smb,331,4,21.9,241.73
804,ap-south,mid,240,3,18.6,598.97
805,eu-west,mid,165,2,20.77,624.94
806,ap-south,mid,374,3,21.14,824.76
807,eu-west,smb,214,4,20.54,279.23
808,us-east,mid,353,5,20.82,860.62
809,eu-west,large,354,4,19.26,1078.95
810,us-east,smb,499,3,18.9,186.27
811,sa-east,mid,496,5,19.61,512.97
812,eu-west,smb,348,5,24.72,304.61
813,ap-south,mid,162,5,20.31,469.83
814,eu-west,smb,351,5,21.82,373.69
815,eu-west,smb,268,5,20.51,227.47
816,sa-east,mid,523,4,18.54,345.7
817,us-east,mid,272,1,23.26,858.8
818,eu-west,mid,185,4,21.72,836.71
819,ap-south,smb,162,4,20.21,319.58
820,us-west,mid,357,1,21.56,834.31
821,eu-west,smb,458,3,20.95,204.46
822,us-east,large,224,2,18.82,1750.39
823,eu-west,mid,70,4,20.9,406.17
824,ap-south,strategic,417,5,21.74,5161.66
825,ap-south,smb,441,5,21.1,225.14
826,ap-south,smb,586,3,21.18,241.73
827,eu-west,smb,130,4,19.19,312.24
828,us-east,smb,75,4,22.53,249.89
829,eu-west,smb,166,5,22.29,171.77
830,ap-south,large,350,4,20.61,1568.13
831,eu-west,smb,289,2,19.67,288.3
832,eu-west,mid,320,2,20.86,682.55
833,us-west,smb,411,3,22.33,317.3
834,eu-west,large,93,4,22.96,1649.96
835,eu-west,large,123,1,23.82,1098.05
836,us-east,smb,62,3,19.05,246.37
837,us-west,smb,496,3,23.67,209.29
838,ap-south,strategic,240,4,20.49,2074.47
839,us-west,mid,311,3,19.71,654.77
840,us-east,smb,565,4,18.58,145.11
841,ap-south,smb,320,3,19.97,201.78
842,ap-south,large,94,3,20.37,1268.03
843,us-east,mid,307,5,19.0,545.77
844,eu-west,smb,387,4,18.86,187.23
845,ap-south,smb,201,4,22.98,289.55
846,sa-east,smb,463,4,22.24,193.63
847,us-west,smb,568,4,19.55,344.87
848,us-west,smb,321,5,19.01,296.46
849,us-west,smb,507,2,21.09,202.66
850,ap-south,large,368,4,21.15,810.2
851,ap-south,strategic,288,4,22.78,2318.36
852,us-west,smb,343,4,23.19,170.13
853,us-west,mid,340,4,18.32,558.28
854,us-east,large,147,1,21.53,1342.58
855,eu-west,smb,90,4,19.17,86.36
856,ap-south,smb,122,3,20.15,131.96
857,us-east,smb,200,2,20.03,298.86
858,us-east,mid,88,4,25.52,571.05
859,us-west,smb,592,4,20.6,73.97
860,us-west,strategic,205,5,20.53,4731.52
861,us-east,smb,357,4,18.39,0.0
862,eu-west,smb,392,2,22.35,183.12
863,eu-west,smb,488,4,18.79,192.05
864,eu-west,smb,165,5,21.51,210.35
865,us-east,smb,49,2,19.32,211.23
866,us-east,mid,328,2,24.44,595.8
867,ap-south,large,22,3,20.65,1179.52
868,ap-south,large,422,4,22.91,1675.82
869,us-west,smb,478,5,22.79,219.97
870,us-east,strategic,542,4,24.05,4966.26
871,eu-west,smb,67,3,21.15,242.12
872,ap-south,smb,284,4,21.76,220.81
873,sa-east,mid,134,4,20.69,533.04
874,ap-south,smb,352,4,22.22,220.86
875,us-east,mid,104,4,18.27,632.58
876,ap-south,mid,172,5,24.94,388.19
877,us-west,mid,361,3,18.17,622.53
878,us-east,smb,471,4,21.29,392.72
879,eu-west,smb,293,5,21.68,161.42
880,sa-east,smb,449,5,19.3,299.13
881,eu-west,mid,146,3,22.31,509.88
882,eu-west,smb,250,4,18.9,182.67
883,us-east,smb,323,2,16.48,278.7
884,us-east,mid,362,4,20.33,580.94
885,us-east,mid,6,5,19.89,875.35
886,eu-west,smb,397,4,19.99,163.73
887,us-west,mid,402,2,18.94,630.29
888,us-east,mid,496,4,19.54,529.28
889,us-east,smb,62,4,23.95,314.71
890,eu-west,mid,453,4,19.21,681.8
891,eu-west,smb,495,4,19.68,283.73
892,ap-south,mid,5,5,19.32,563.28
893,us-east,mid,326,3,24.25,592.74
894,us-east,mid,520,4,21.98,905.6
895,us-east,mid,349,4,20.07,663.55
896,us-east,smb,360,2,21.63,196.87
897,us-east,smb,168,4,19.23,201.41
898,us-east,smb,112,5,19.34,197.74
899,ap-south,mid,51,3,20.91,514.69
900,ap-south,mid,28,3,22.89,716.16
901,eu-west,smb,442,2,21.97,150.82
902,eu-west,mid,332,3,23.0,480.46
903,us-east,smb,332,4,20.87,295.7
904,eu-west,mid,533,5,22.29,573.95
905,ap-south,large,147,5,20.03,1859.24
906,eu-west,large,335,3,16.71,1502.29
907,us-east,large,449,2,18.3,932.46
908,us-west,smb,82,2,18.29,148.66
909,eu-west,mid,110,4,25.46,418.17
910,ap-south,mid,512,3,24.03,558.01
911,us-west,mid,70,4,19.96,427.47
912,us-east,smb,420,4,18.15,309.33
913,us-east,smb,149,2,18.3,305.39
914,us-east,smb,299,4,22.97,364.56
915,us-west,mid,579,4,23.19,772.0
916,eu-west,smb,327,4,20.37,249.73
917,us-east,mid,534,3,20.75,764.41
918,sa-east,smb,426,4,22.27,204.76
919,eu-west,strategic,191,4,19.71,5094.73
920,us-west,smb,169,2,23.68,284.44
921,ap-south,smb,150,4,21.53,140.97
922,eu-west,mid,309,4,20.65,721.4
923,us-west,mid,384,4,19.69,554.58
924,ap-south,smb,37,2,22.24,174.05
925,ap-south,large,119,2,21.61,1474.8
926,us-west,mid,215,4,19.59,742.2
927,eu-west,mid,420,5,21.52,605.61
928,ap-south,mid,91,5,23.31,427.67
929,us-west,smb,519,4,20.14,160.5
930,us-west,large,483,1,25.3,1602.04
931,ap-south,smb,422,2,20.36,297.64
932,eu-west,smb,506,4,22.5,216.89
933,eu-west,mid,387,5,19.9,523.88
934,eu-west,large,260,5,23.62,1822.36
935,us-east,mid,258,4,22.55,603.32
936,us-east,smb,56,3,21.77,142.76
937,ap-south,smb,314,3,20.45,200.65
938,eu-west,smb,219,2,20.43,226.96
939,us-east,mid,190,4,22.56,643.24
940,eu-west,large,114,4,21.26,1980.65
941,us-east,smb,472,4,19.22,250.41
942,us-east,mid,593,5,21.39,614.83
943,us-east,large,384,4,19.61,986.36
944,eu-west,large,235,4,20.0,1699.87
945,ap-south,smb,244,4,22.2,298.3
946,us-west,large,160,3,21.72,597.67
947,us-east,smb,564,2,19.56,207.85
948,us-east,smb,205,3,20.97,244.37
949,us-west,mid,201,5,21.97,459.08
950,us-east,smb,176,2,21.8,213.34
951,us-east,smb,494,5,21.47,262.81
952,us-west,large,456,2,21.62,1420.54
953,us-east,smb,106,4,23.6,200.96
954,us-east,smb,263,5,19.87,133.62
955,us-west,large,378,3,21.81,1479.4
956,eu-west,mid,334,3,23.17,709.32
957,us-east,smb,214,2,23.02,266.67
958,eu-west,smb,491,4,22.17,200.95
959,eu-west,mid,418,3,24.03,380.33
960,us-east,smb,319,4,21.92,392.6
961,sa-east,large,259,4,18.63,1259.25
962,ap-south,smb,339,5,21.09,190.61
963,eu-west,smb,353,4,19.78,231.07
964,ap-south,smb,504,5,18.54,272.5
965,us-east,large,441,3,21.11,1835.36
966,us-east,smb,330,4,18.56,154.61
967,ap-south,smb,570,5,20.78,213.86
968,eu-west,smb,536,5,19.73,211.54
969,ap-south,smb,486,5,22.81,204.67
970,ap-south,smb,104,4,23.68,215.39
971,us-west,smb,504,5,22.58,200.54
972,us-east,large,118,5,21.28,1525.82
973,us-east,smb,240,3,22.32,178.12
974,ap-south,smb,577,5,19.76,257.34
975,us-east,mid,259,3,20.75,750.69
976,us-east,smb,462,4,20.91,101.38
977,us-west,smb,468,5,21.63,319.85
978,us-west,mid,341,5,20.99,480.21
979,eu-west,mid,484,3,21.58,478.09
980,us-west,mid,559,5,21.81,686.69
981,us-west,mid,579,3,19.75,810.18
982,eu-west,smb,366,4,22.79,241.15
983,eu-west,large,220,2,25.37,1562.57
984,ap-south,smb,140,3,23.33,259.49
985,us-east,smb,160,5,19.76,317.39
986,sa-east,smb,481,5,20.95,245.23
987,us-east,smb,398,3,20.23,316.79
988,sa-east,smb,188,4,21.83,185.71
989,us-east,smb,421,3,26.05,269.38
990,us-west,smb,98,4,21.25,324.12
991,sa-east,smb,108,4,16.06,146.22
992,eu-west,smb,296,5,24.0,298.46
993,eu-west,mid,597,5,22.56,525.63
994,eu-west,smb,567,5,19.47,156.21
995,ap-south,smb,294,2,19.85,192.25
996,eu-west,smb,463,3,22.43,123.46
997,ap-south,smb,156,1,20.55,221.19
998,sa-east,smb,561,3,21.86,288.5
999,us-west,mid,430,1,20.85,340.23
1000,us-east,large,142,4,20.17,1983.82
1001,sa-east,large,466,4,23.35,1987.25
1002,us-east,smb,430,4,22.8,237.94
1003,us-east,smb,0,3,22.78,191.55
1004,us-west,mid,173,3,19.48,390.72
1005,ap-south,smb,309,4,23.79,151.81
1006,us-east,mid,487,5,19.9,661.14
1007,eu-west,mid,25,3,24.45,571.23
1008,us-east,smb,255,5,20.43,349.92
1009,us-west,mid,18,3,21.61,742.02
1010,us-east,smb,364,4,19.57,260.06
1011,us-west,smb,85,5,22.45,329.81
1012,us-east,large,202,5,21.06,954.76
1013,ap-south,smb,72,1,20.49,189.09
1014,us-west,mid,76,5,18.84,482.6
1015,sa-east,mid,436,4,19.98,470.23
1016,us-west,large,296,3,19.92,1761.44
1017,us-west,large,146,4,22.33,1302.59
1018,sa-east,smb,519,4,20.14,264.72
1019,us-west,smb,0,3,21.28,278.67
1020,us-west,smb,128,4,22.85,205.98
1021,eu-west,mid,527,1,22.94,549.46
1022,us-east,mid,11,2,21.71,612.0
1023,us-east,smb,363,4,22.26,269.03
1024,eu-west,smb,526,5,19.52,181.07
1025,us-east,smb,313,3,20.51,304.14
1026,eu-west,large,126,4,18.79,1116.36
1027,eu-west,smb,498,4,21.24,163.57
1028,us-west,smb,439,4,20.37,486.37
1029,us-east,mid,437,5,19.53,825.66
1030,us-east,mid,404,2,20.84,637.75
1031,eu-west,smb,110,5,19.49,191.81
1032,ap-south,smb,516,5,21.39,209.9
1033,us-east,mid,221,3,20.91,494.91
1034,eu-west,smb,304,5,19.35,195.5
1035,us-east,mid,85,4,22.22,610.22
1036,ap-south,smb,151,4,21.34,339.72
1037,us-east,large,462,4,19.64,345.84
1038,us-east,smb,517,5,21.26,321.22
1039,eu-west,mid,36,3,20.16,623.46
1040,us-west,smb,454,4,22.35,119.75
1041,eu-west,mid,176,2,20.57,551.18
1042,us-east,smb,412,4,18.53,255.31
1043,eu-west,smb,462,4,21.2,109.72
1044,eu-west,smb,374,5,19.21,259.78
1045,eu-west,mid,541,3,21.74,532.13
1046,us-west,smb,503,5,20.85,177.09
1047,eu-west,mid,158,4,22.81,885.99
1048,ap-south,smb,279,3,21.06,259.68
1049,sa-east,smb,374,3,22.05,352.51
1050,us-west,large,373,4,20.06,1603.33
1051,eu-west,smb,529,5,24.24,367.03
1052,eu-west,smb,561,4,19.82,280.28
1053,us-west,smb,127,3,19.85,258.09
1054,us-east,smb,472,4,21.19,137.35
1055,us-east,smb,24,4,21.67,224.15
1056,us-west,smb,445,3,22.14,146.8
1057,us-west,smb,13,3,19.13,306.77
1058,us-west,smb,556,4,20.63,258.02
1059,us-west,smb,478,4,21.93,342.08
1060,ap-south,smb,360,3,19.48,205.58
1061,us-east,mid,208,5,18.12,476.43
1062,us-east,mid,416,5,22.51,576.79
1063,sa-east,smb,427,4,20.96,206.94
1064,us-east,smb,461,3,21.1,197.87
1065,us-west,large,50,5,20.0,1394.55
1066,us-east,smb,408,3,23.54,198.55
1067,us-west,smb,232,5,20.91,248.1
1068,ap-south,smb,447,3,18.86,134.75
1069,us-west,smb,200,4,20.39,66.43
1070,us-east,smb,36,5,20.7,218.3
1071,eu-west,smb,101,3,19.27,385.26
1072,us-east,mid,164,3,20.22,489.45
1073,sa-east,mid,152,3,20.32,471.76
1074,eu-west,smb,522,4,21.71,259.35
1075,ap-south,smb,533,5,19.87,351.62
1076,us-east,mid,517,3,19.53,654.84
1077,us-west,smb,194,4,18.75,198.8
1078,eu-west,mid,92,3,21.68,666.38
1079,eu-west,large,69,4,19.61,1884.7
1080,us-east,smb,467,2,22.34,223.23
1081,eu-west,mid,26,4,26.02,472.11
1082,ap-south,smb,570,2,20.52,183.07
1083,eu-west,smb,363,5,19.75,177.3
1084,ap-south,mid,176,5,19.92,682.79
1085,us-west,mid,505,2,20.5,569.07
1086,ap-south,smb,301,3,19.35,304.81
1087,eu-west,mid,168,4,22.6,673.48
1088,eu-west,smb,321,4,20.95,220.95
1089,ap-south,smb,213,3,21.28,247.84
1090,us-west,mid,192,4,20.09,451.14
1091,sa-east,mid,403,4,20.0,321.7
1092,eu-west,strategic,108,4,20.7,2234.63
1093,us-east,mid,46,3,20.76,913.76
1094,us-east,mid,12,4,21.31,714.99
1095,us-west,smb,169,5,22.35,252.24
1096,eu-west,mid,495,4,19.21,377.43
1097,us-west,smb,543,3,20.25,131.57
1098,us-east,large,197,4,20.7,974.37
1099,eu-west,large,557,4,20.56,1407.71
1100,eu-west,mid,240,4,19.95,597.35
1101,us-east,large,428,2,22.26,864.15
1102,eu-west,mid,177,4,19.89,557.72
1103,ap-south,smb,298,4,22.6,259.16
1104,sa-east,large,142,4,24.71,1644.62
1105,eu-west,smb,69,4,23.03,284.31
1106,us-east,smb,503,4,20.96,280.96
1107,ap-south,smb,481,2,21.14,255.08
1108,sa-east,smb,556,4,19.43,302.86
1109,us-west,smb,477,3,24.75,209.75
1110,eu-west,smb,542,5,23.64,262.96
1111,us-east,mid,319,3,20.47,737.73
1112,ap-south,smb,555,2,18.11,283.98
1113,us-east,large,338,2,21.57,1823.56
1114,ap-south,large,37,3,17.63,2287.26
1115,ap-south,smb,555,3,21.24,217.21
1116,eu-west,smb,266,3,22.43,240.87
1117,us-east,smb,299,1,22.15,299.45
1118,us-west,smb,2,4,20.29,264.06
1119,us-east,smb,567,4,21.58,267.39
1120,eu-west,mid,17,5,24.79,432.22
1121,us-west,smb,192,4,23.07,224.64
1122,us-east,smb,53,5,19.88,256.53
1123,us-east,mid,578,4,19.51,766.56
1124,us-west,smb,304,2,24.62,268.79
1125,us-west,smb,231,1,19.42,353.83
1126,ap-south,mid,360,4,21.35,707.03
1127,us-east,mid,420,1,24.0,489.04
1128,ap-south,smb,316,4,21.97,145.61
1129,us-east,smb,64,5,22.02,248.03
1130,eu-west,smb,343,3,20.88,261.75
1131,us-east,mid,311,5,20.3,555.25
1132,sa-east,mid,484,3,19.98,417.97
1133,us-east,smb,570,2,22.76,218.08
1134,sa-east,smb,593,1,21.8,241.01
1135,us-east,large,323,4,21.19,948.38
1136,sa-east,smb,362,3,22.84,173.47
1137,us-east,smb,584,5,20.42,212.0
1138,eu-west,mid,132,5,20.05,593.58
1139,ap-south,mid,295,3,20.43,532.24
1140,ap-south,large,529,3,23.85,1231.58
1141,us-east,mid,362,4,21.77,671.95
1142,us-east,smb,24,4,19.1,274.05
1143,eu-west,smb,245,2,20.81,103.28
1144,us-east,smb,462,5,17.41,200.88
1145,ap-south,mid,215,5,18.07,828.04
1146,ap-south,smb,521,5,20.79,248.41
1147,eu-west,strategic,158,5,23.11,3595.11
1148,us-east,smb,500,4,21.63,392.69
1149,eu-west,mid,274,2,21.23,553.09
1150,us-east,smb,45,4,22.64,175.69
1151,eu-west,smb,36,5,19.3,264.73
1152,sa-east,smb,153,4,21.48,346.3
1153,us-west,smb,62,4,24.75,279.24
1154,us-east,large,246,3,19.26,1389.54
1155,sa-east,large,172,2,21.58,1582.29
1156,us-west,large,395,2,22.26,1145.75
1157,us-east,smb,500,1,19.68,273.98
1158,us-east,mid,344,2,21.92,710.59
1159,us-east,smb,77,4,21.03,123.64
1160,us-west,smb,288,4,20.97,83.39
1161,us-west,smb,46,2,19.85,167.27
1162,sa-east,smb,398,5,19.54,257.27
1163,eu-west,smb,532,4,19.54,291.94
1164,us-west,mid,182,4,20.48,495.89
1165,eu-west,mid,259,4,22.79,597.65
1166,us-east,strategic,208,2,21.01,4289.11
1167,us-west,mid,476,4,22.5,906.32
1168,us-east,smb,430,2,20.98,224.82
1169,eu-west,large,225,5,20.23,1274.23
1170,us-west,mid,6,4,20.62,643.65
1171,us-east,smb,558,3,22.36,368.09
1172,us-west,smb,257,3,20.94,152.74
1173,us-east,mid,330,4,19.28,855.67
1174,us-east,strategic,589,2,21.65,4187.3
1175,us-west,smb,402,4,20.83,165.62
1176,us-east,smb,35,4,20.64,291.54
1177,us-east,mid,543,5,19.77,621.53
1178,ap-south,smb,592,2,19.55,288.96
1179,us-west,smb,388,5,21.04,301.69
1180,eu-west,smb,462,3,20.71,172.75
1181,ap-south,smb,376,3,19.26,201.95
1182,ap-south,smb,111,3,19.69,176.73
1183,eu-west,smb,530,4,20.72,122.47
1184,us-west,smb,434,5,21.97,187.31
1185,us-west,smb,94,4,19.56,212.41
1186,us-east,mid,393,4,20.36,820.41
1187,us-east,mid,352,5,21.47,575.62
1188,us-east,large,289,5,21.15,1465.54
1189,us-east,large,226,3,21.03,1408.16
1190,us-east,large,573,5,22.99,1217.91
1191,ap-south,smb,96,2,20.73,368.72
1192,ap-south,smb,592,3,19.58,161.95
1193,eu-west,mid,268,4,20.91,382.94
1194,us-west,smb,559,4,18.97,207.6
1195,eu-west,smb,215,3,21.24,176.35
1196,sa-east,smb,246,4,21.52,233.05
1197,us-east,smb,451,4,20.37,271.37
1198,us-east,mid,342,3,18.47,810.58
1199,us-east,smb,324,4,21.22,171.35
1200,us-east,mid,41,4,23.28,689.81
1201,sa-east,smb,348,2,19.07,289.75
1202,us-east,mid,393,2,20.11,590.44
1203,us-west,smb,557,3,16.92,320.13
1204,us-east,smb,168,2,20.37,309.48
1205,ap-south,smb,412,5,24.29,201.42
1206,us-east,mid,63,5,21.45,426.2
1207,eu-west,smb,145,4,22.76,181.02
1208,us-east,large,462,5,20.42,1946.95
1209,eu-west,strategic,24,4,22.41,5561.19
1210,us-west,large,213,2,22.75,1461.2
1211,us-west,mid,311,4,21.05,618.61
1212,us-east,smb,404,4,22.41,235.93
1213,us-east,mid,498,2,22.04,631.82
1214,us-east,smb,308,3,22.33,304.13
1215,us-west,large,445,5,25.21,1390.9
1216,us-east,smb,347,3,21.26,191.17
1217,eu-west,smb,59,4,16.89,258.2
1218,us-east,smb,196,3,20.27,220.27
1219,us-west,mid,332,4,19.06,786.73
1220,ap-south,smb,70,4,20.26,240.11
1221,ap-south,smb,206,2,24.13,186.75
1222,ap-south,smb,429,5,23.42,270.85
1223,us-east,smb,1,5,23.93,354.11
1224,ap-south,smb,95,3,19.54,213.5
1225,us-west,smb,453,2,20.78,364.27
1226,us-west,mid,285,5,20.99,619.78
1227,us-east,smb,56,2,20.23,183.43
1228,us-west,mid,325,2,19.73,589.88
1229,us-east,smb,396,5,21.97,139.36
1230,us-east,large,410,3,20.66,1849.6
1231,eu-west,smb,374,3,25.97,226.44
1232,us-west,smb,236,4,19.87,188.96
1233,ap-south,mid,535,3,21.99,648.57
1234,us-east,mid,218,5,18.53,826.84
1235,sa-east,smb,200,5,18.98,352.52
1236,us-west,large,44,3,22.45,1623.68
1237,eu-west,large,16,5,22.74,2305.92
1238,us-west,smb,81,3,20.14,283.15
1239,eu-west,strategic,157,4,19.69,4309.7
1240,us-west,large,528,4,19.72,1721.61
1241,us-west,smb,345,4,18.37,207.93
1242,us-east,smb,118,4,20.68,206.76
1243,us-east,strategic,370,1,22.28,3046.27
1244,eu-west,mid,158,2,17.41,838.82
1245,us-east,mid,582,3,22.72,660.6
1246,eu-west,mid,41,4,20.64,471.28
1247,ap-south,large,98,2,22.6,1526.78
1248,ap-south,large,485,1,22.49,1368.2
1249,us-west,smb,430,1,21.02,275.35
1250,eu-west,mid,472,2,21.52,387.9
1251,eu-west,smb,522,3,20.51,237.92
1252,eu-west,smb,340,2,21.61,267.8
1253,eu-west,smb,94,3,22.69,194.54
1254,ap-south,smb,158,1,23.33,191.72
1255,us-west,smb,426,2,22.12,293.64
1256,sa-east,mid,442,4,18.6,411.94
1257,ap-south,strategic,292,2,21.16,5119.38
1258,us-west,mid,338,5,19.44,766.69
1259,eu-west,smb,72,4,20.56,119.3
1260,eu-west,mid,96,4,20.02,663.8
1261,us-east,smb,12,4,22.05,275.84
1262,us-west,mid,349,2,20.75,793.86
1263,us-east,smb,90,4,20.89,195.38
1264,us-east,smb,534,5,18.59,224.25
1265,ap-south,smb,261,1,23.73,334.49
