session_id,region,plan,satisfaction,temp_c,latency_ms,page_views,session_minutes,bytes_sent_kb,converted
NM-000395,us-west,free,3,17.49,172.2,6,14.67,818.42,0
NM-000396,us-west,free,3,19.99,94.4,9,5.13,59.44,0
NM-000397,ap-south,basic,2,22.47,131.3,8,20.95,528.44,0
NM-000398,ap-south,free,3,20.39,87.6,5,20.88,1492.25,0
NM-000399,us-west,free,4,21.56,76.9,10,29.59,1046.48,0
NM-000400,us-east,free,4,20.14,61.4,10,10.07,515.02,0
NM-000401,eu-west,basic,5,21.72,72.3,4,6.58,0.0,0
NM-000402,us-east,basic,3,20.49,48.9,10,13.74,187.41,1
NM-000403,eu-west,basic,4,18.24,91.4,4,13.61,395.1,0
NM-000404,eu-west,basic,4,20.26,69.3,15,2.08,80.21,0
NM-000405,us-east,free,4,20.91,158.4,7,14.99,697.7,0
NM-000406,ap-south,free,5,20.32,77.3,9,7.68,125.54,0
NM-000407,ap-south,basic,5,20.73,173.6,6,5.18,167.92,0
NM-000408,eu-west,basic,3,19.52,65.3,6,4.2,5.8,0
NM-000409,eu-west,free,4,18.95,56.4,7,7.26,949.61,0
NM-000410,us-east,basic,5,21.48,94.1,9,20.75,933.3,0
NM-000411,us-east,free,5,19.48,62.0,8,3.05,229.99,0
NM-000412,eu-west,free,4,17.19,250.1,9,16.62,703.92,0
NM-000413,ap-south,free,3,17.54,82.9,7,33.31,1341.48,0
NM-000414,eu-west,free,3,21.8,109.9,5,6.61,171.96,0
NM-000415,ap-south,free,4,23.19,97.5,6,3.82,0.0,0
NM-000416,eu-west,pro,4,20.56,39.8,6,3.76,234.19,0
NM-000417,us-east,enterprise,5,22.27,141.0,6,12.6,946.04,0
NM-000418,us-west,free,5,21.7,78.6,9,7.71,599.68,0
NM-000419,us-west,basic,2,21.64,46.3,9,8.88,548.3,0
NM-000420,ap-south,free,4,23.95,70.7,5,18.89,754.37,0
NM-000421,us-east,free,5,21.94,172.8,5,7.83,114.44,0
NM-000422,us-east,basic,4,18.97,21.3,6,29.72,1579.92,0
NM-000423,us-east,basic,2,24.24,48.4,9,14.93,827.42,0
NM-000424,ap-south,free,5,22.32,245.4,8,19.4,806.54,0
NM-000425,us-east,free,4,17.24,55.7,8,13.23,296.55,0
NM-000426,us-east,free,4,22.61,104.4,10,4.41,396.1,0
NM-000427,us-east,pro,4,19.85,64.5,6,12.04,761.34,0
NM-000428,eu-west,basic,3,24.51,96.5,3,6.8,126.2,0
NM-000429,us-west,free,4,21.62,38.7,6,3.76,406.03,0
NM-000430,ap-south,free,4,21.78,55.0,7,11.67,738.84,0
NM-000431,eu-west,basic,5,21.82,59.7,13,14.7,366.97,0
NM-000432,eu-west,basic,4,23.64,54.0,8,6.62,205.06,0
NM-000433,us-west,free,4,18.97,156.2,14,10.01,420.81,0
NM-000434,us-east,basic,3,20.11,378.4,8,17.26,296.94,0
NM-000435,eu-west,free,3,25.02,45.5,5,7.44,0.0,0
NM-000436,us-west,basic,4,21.08,178.7,4,14.42,630.34,0
NM-000437,ap-south,basic,3,22.36,34.3,7,23.51,430.05,0
NM-000438,us-east,enterprise,4,17.48,66.4,8,37.29,1841.37,0
NM-000439,eu-west,free,4,20.29,87.9,10,14.36,624.83,0
NM-000440,us-east,basic,5,23.49,80.3,8,0.89,0.0,0
NM-000441,ap-south,basic,3,26.73,182.5,13,9.55,574.13,0
NM-000442,eu-west,free,3,21.31,143.2,11,7.87,477.47,0
NM-000443,us-west,pro,3,20.06,49.8,4,7.23,0.0,1
NM-000444,us-east,pro,4,20.78,120.2,6,2.89,0.0,0
NM-000445,ap-south,basic,3,24.22,63.0,6,13.29,285.73,0
NM-000446,sa-east,free,3,20.26,128.5,5,5.77,0.0,0
NM-000447,eu-west,free,4,23.92,47.7,4,1.84,73.96,0
NM-000448,sa-east,basic,3,19.06,38.9,6,5.8,45.79,0
NM-000449,eu-west,basic,2,19.84,94.5,8,15.98,660.19,0
NM-000450,eu-west,enterprise,4,20.62,66.6,5,13.37,689.31,0
NM-000451,us-east,basic,4,21.12,75.4,11,9.23,415.99,1
NM-000452,eu-west,free,4,18.32,47.1,7,3.05,338.86,0
NM-000453,sa-east,free,2,20.18,35.6,1,12.87,642.54,0
NM-000454,us-east,pro,3,18.79,72.7,5,4.23,118.05,0
NM-000455,eu-west,basic,4,19.39,39.8,3,30.23,1273.21,0
NM-000456,ap-south,free,2,22.1,47.6,14,8.63,0.0,0
NM-000457,us-west,basic,5,22.63,100.7,10,10.1,252.55,0
NM-000458,eu-west,basic,5,23.83,51.7,7,2.92,0.0,0
NM-000459,eu-west,free,1,18.44,80.7,8,6.9,278.92,0
NM-000460,us-west,basic,4,19.37,51.4,5,22.96,798.22,0
NM-000461,us-east,free,2,15.51,138.7,9,9.57,460.05,1
NM-000462,eu-west,free,3,17.4,91.4,4,10.81,485.97,0
NM-000463,ap-south,basic,5,19.9,68.9,5,11.12,500.49,0
NM-000464,eu-west,basic,4,21.53,65.6,11,18.88,947.57,0
NM-000465,us-east,free,4,23.02,215.3,7,10.06,391.84,0
NM-000466,us-east,pro,4,21.69,88.4,5,12.04,496.74,0
NM-000467,us-west,free,4,21.94,37.5,10,18.17,511.69,1
NM-000468,eu-west,pro,3,21.75,42.0,3,20.0,902.85,0
NM-000469,us-east,free,4,20.96,147.4,6,10.37,605.75,0
NM-000470,eu-west,basic,4,20.61,56.7,7,13.21,147.66,0
NM-000471,us-west,basic,4,23.15,150.6,5,3.46,258.24,0
NM-000472,ap-south,free,4,23.34,149.3,6,1.1,0.0,0
NM-000473,us-east,pro,3,21.27,36.7,9,8.89,78.48,0
NM-000474,eu-west,free,5,19.69,69.2,11,27.36,1333.07,0
NM-000475,us-east,pro,4,19.31,39.3,6,31.35,1068.87,0
NM-000476,eu-west,free,4,23.53,80.6,8,10.83,769.57,0
NM-000477,us-east,pro,2,20.72,45.6,2,10.49,393.01,0
NM-000478,us-east,free,4,19.51,62.1,9,29.41,787.33,0
NM-000479,eu-west,pro,5,23.14,93.8,8,5.97,0.0,0
NM-000480,us-east,basic,4,20.57,76.9,6,4.25,313.5,0
NM-000481,us-west,free,4,20.62,100.6,6,6.78,93.49,0
NM-000482,sa-east,pro,1,22.86,87.4,3,8.12,507.59,0
NM-000483,us-east,free,4,18.75,81.4,6,1.31,69.5,0
NM-000484,ap-south,free,4,19.79,166.1,8,14.11,251.41,0
NM-000485,eu-west,free,1,20.71,78.7,4,13.01,814.43,0
NM-000486,us-east,free,3,21.4,97.0,6,9.72,342.22,0
NM-000487,ap-south,enterprise,4,19.02,32.5,3,11.34,972.79,0
NM-000488,us-west,basic,3,20.09,98.6,8,20.06,753.76,0
NM-000489,sa-east,basic,4,24.26,97.9,10,23.15,1346.86,0
NM-000490,us-east,free,1,20.53,100.1,7,10.84,626.88,0
NM-000491,ap-south,pro,4,22.35,19.1,7,8.89,1360.01,0
NM-000492,us-west,free,3,16.4,44.2,14,10.62,553.4,0
NM-000493,us-east,pro,4,19.26,985.8,7,16.61,882.28,0
NM-000494,us-east,free,4,20.03,46.1,4,10.35,158.79,0
NM-000495,ap-south,pro,4,17.07,141.3,6,6.18,72.14,0
NM-000496,us-west,free,4,19.44,38.7,11,5.44,264.83,0
NM-000497,us-east,free,5,18.92,75.5,5,15.79,789.0,0
NM-000498,eu-west,pro,4,22.71,114.3,8,10.71,436.15,0
NM-000499,us-west,free,4,21.13,56.0,9,11.76,695.34,0
NM-000500,eu-west,basic,2,20.99,39.1,8,28.65,1258.17,0
NM-000501,eu-west,enterprise,2,21.38,40.0,6,8.38,590.14,0
NM-000502,ap-south,free,3,18.99,56.2,9,7.62,873.1,0
NM-000503,us-east,pro,5,21.72,27.4,4,17.16,817.29,0
NM-000504,us-east,enterprise,5,24.31,120.3,6,23.51,725.46,1
NM-000505,us-west,free,5,22.06,70.7,12,43.02,1975.0,0
NM-000506,sa-east,pro,5,20.86,76.6,7,11.39,217.11,0
NM-000507,us-west,basic,4,18.79,60.9,8,13.67,237.6,0
NM-000508,us-east,free,5,21.56,31.0,8,5.63,117.46,0
NM-000509,us-west,free,4,21.35,73.9,2,15.88,924.83,0
NM-000510,us-west,basic,3,18.8,85.0,6,6.1,114.29,0
NM-000511,us-east,basic,2,25.37,199.6,8,19.49,762.95,0
NM-000512,us-east,pro,4,20.79,77.9,10,15.93,1211.12,0
NM-000513,sa-east,enterprise,4,20.24,115.6,9,8.54,417.15,0
NM-000514,us-east,free,2,24.3,82.5,4,6.76,328.51,0
NM-000515,ap-south,free,3,23.08,247.7,11,14.11,952.21,0
NM-000516,us-west,basic,4,18.95,64.6,7,6.5,741.97,0
NM-000517,us-west,pro,5,20.58,56.4,7,19.02,440.13,1
NM-000518,sa-east,basic,4,21.39,57.3,8,5.8,773.91,0
NM-000519,eu-west,basic,3,21.82,66.6,4,12.94,753.0,0
NM-000520,us-east,basic,5,20.95,269.2,8,1.54,508.69,0
NM-000521,us-east,pro,3,18.19,378.9,9,8.11,304.26,1
NM-000522,us-west,free,3,23.61,159.1,8,3.2,381.98,0
NM-000523,us-west,basic,5,19.78,25.1,5,8.42,403.16,0
NM-000524,eu-west,free,2,23.23,49.9,6,4.5,500.99,0
NM-000525,eu-west,free,4,23.73,66.6,5,13.04,547.25,0
NM-000526,us-west,free,4,20.06,45.7,9,24.09,547.05,0
NM-000527,ap-south,pro,4,23.12,152.9,8,11.14,874.65,0
NM-000528,us-east,free,5,20.25,39.6,7,3.7,107.39,0
NM-000529,us-east,basic,4,21.12,81.1,6,9.82,626.09,0
NM-000530,ap-south,basic,5,25.49,27.3,6,6.74,186.79,0
NM-000531,us-west,pro,2,20.51,54.7,5,2.37,0.0,0
NM-000532,eu-west,pro,4,21.94,101.6,4,1.69,0.0,0
NM-000533,eu-west,free,3,22.56,72.2,6,12.57,788.56,0
NM-000534,sa-east,basic,3,22.6,162.7,8,8.69,402.49,0
NM-000535,eu-west,free,4,18.85,51.4,9,4.69,20.0,0
NM-000536,us-east,free,3,20.9,40.1,6,9.44,995.19,0
NM-000537,eu-west,basic,2,23.45,111.1,6,10.49,560.07,0
NM-000538,us-east,pro,4,22.55,21.2,6,6.03,576.69,0
NM-000539,eu-west,basic,5,20.55,51.2,8,6.18,468.46,0
NM-000540,sa-east,enterprise,3,23.21,39.3,7,0.37,61.28,0
NM-000541,ap-south,pro,3,19.47,121.5,7,11.45,193.99,0
NM-000542,eu-west,basic,2,24.67,142.0,7,15.52,371.59,0
NM-000543,us-east,free,2,22.38,75.1,10,16.32,957.71,0
NM-000544,eu-west,basic,4,18.49,114.2,8,10.59,320.85,0
NM-000545,ap-south,free,4,21.38,144.2,8,10.42,60.95,0
NM-000546,us-east,basic,4,18.7,45.9,6,19.36,508.31,0
NM-000547,us-west,free,4,19.92,67.3,9,13.01,872.18,0
NM-000548,us-west,enterprise,2,19.23,122.1,8,5.81,353.08,0
NM-000549,us-east,free,2,22.81,51.8,7,18.1,753.77,0
NM-000550,us-west,free,5,21.48,56.5,14,12.23,600.79,0
NM-000551,us-east,free,3,19.81,80.6,4,10.53,613.86,0
NM-000552,us-east,free,3,21.14,148.8,2,22.29,598.21,0
NM-000553,eu-west,free,4,18.89,31.3,9,15.76,878.84,0
NM-000554,eu-west,free,4,23.35,136.5,6,25.73,1519.76,0
NM-000555,eu-west,basic,4,20.46,57.2,9,12.86,204.91,0
NM-000556,us-east,pro,3,21.36,55.6,5,6.53,636.01,0
NM-000557,eu-west,basic,4,22.13,183.7,10,10.14,0.0,0
NM-000558,ap-south,basic,5,17.95,124.8,10,23.77,1065.02,0
NM-000559,ap-south,free,5,20.24,102.1,8,23.01,505.87,0
NM-000560,us-east,enterprise,5,26.03,203.9,5,7.23,35.85,1
NM-000561,sa-east,free,1,22.79,135.5,12,4.06,208.32,0
NM-000562,us-east,pro,5,21.42,37.9,7,15.05,649.73,1
NM-000563,us-west,free,1,18.86,52.9,9,13.43,1252.58,0
NM-000564,ap-south,pro,3,19.49,70.5,3,6.56,0.0,0
NM-000565,eu-west,free,4,19.9,51.4,6,2.39,0.0,0
NM-000566,us-west,free,3,19.04,28.1,3,9.34,789.3,0
NM-000567,us-east,free,3,20.69,242.3,10,9.09,389.74,0
NM-000568,us-east,basic,2,21.47,32.0,3,9.69,1077.22,0
NM-000569,ap-south,pro,4,21.09,93.0,6,8.79,358.93,0
NM-000570,ap-south,basic,4,21.87,49.7,4,5.18,0.0,0
NM-000571,us-east,free,3,23.02,39.2,7,14.31,773.07,0
NM-000572,us-east,basic,4,19.0,83.8,7,8.2,484.12,0
NM-000573,ap-south,enterprise,3,19.99,148.6,11,13.49,297.78,0
NM-000574,eu-west,pro,3,22.23,59.7,10,13.52,590.69,0
NM-000575,us-west,free,4,17.17,142.6,7,16.61,825.19,0
NM-000576,us-east,free,5,21.73,68.0,8,4.71,0.0,0
NM-000577,ap-south,basic,4,21.25,49.1,8,10.31,685.53,0
NM-000578,us-east,free,2,20.81,61.0,8,15.63,699.75,0
NM-000579,us-east,free,5,21.82,644.1,3,10.35,908.21,1
NM-000580,sa-east,basic,5,17.29,60.5,3,14.96,545.72,0
NM-000581,us-west,basic,4,21.42,23.8,6,14.86,680.09,0
NM-000582,sa-east,basic,3,20.25,25.3,7,8.49,717.69,0
NM-000583,us-east,basic,4,19.94,25.6,15,1.49,321.77,0
NM-000584,us-east,free,5,21.41,119.3,7,9.41,433.68,0
NM-000585,us-east,pro,4,21.57,88.6,9,51.06,2524.67,0
NM-000586,ap-south,free,4,19.99,141.1,11,7.28,224.73,0
NM-000587,ap-south,basic,4,19.16,150.2,5,11.25,556.1,0
NM-000588,us-east,enterprise,4,21.04,33.5,9,5.64,381.85,0
NM-000589,sa-east,pro,5,21.79,89.7,5,11.64,316.05,0
NM-000590,sa-east,pro,5,20.69,38.2,2,3.87,477.1,0
NM-000591,ap-south,free,1,22.17,71.4,6,9.62,628.15,0
NM-000592,us-east,pro,4,18.54,71.3,8,10.41,103.9,0
NM-000593,ap-south,basic,4,20.23,62.6,7,26.75,838.46,0
NM-000594,ap-south,free,5,20.89,61.3,9,4.47,69.59,0
NM-000595,us-east,free,3,19.75,111.9,10,15.39,815.1,0
NM-000596,ap-south,free,5,23.69,61.3,3,4.93,0.0,0
NM-000597,eu-west,free,4,23.01,76.9,10,20.76,676.12,0
NM-000598,eu-west,pro,5,21.43,41.1,2,13.22,149.57,0
NM-000599,eu-west,basic,5,19.81,123.4,13,12.54,439.71,0
NM-000600,eu-west,free,4,20.94,119.2,9,5.88,786.85,1
NM-000601,us-west,basic,5,20.87,66.6,9,19.05,1488.05,0
NM-000602,us-west,free,4,19.28,92.2,4,16.8,799.9,0
NM-000603,us-east,free,3,22.26,80.7,3,12.07,339.84,0
NM-000604,ap-south,free,2,19.31,101.9,10,9.8,585.12,0
NM-000605,sa-east,basic,3,19.94,105.6,12,5.1,0.0,0
NM-000606,us-east,free,3,20.02,195.8,6,3.75,243.82,0
NM-000607,us-east,basic,4,18.58,41.9,5,9.72,970.4,0
NM-000608,ap-south,free,2,21.2,67.4,9,8.25,764.58,0
NM-000609,eu-west,free,3,23.68,59.7,3,5.2,0.0,1
NM-000610,eu-west,basic,5,22.0,58.5,5,5.26,477.58,0
NM-000611,us-east,free,3,20.18,43.6,8,9.86,662.33,0
NM-000612,eu-west,free,4,20.2,70.5,7,18.37,858.78,0
NM-000613,ap-south,enterprise,4,20.07,42.4,11,25.57,1142.14,0
NM-000614,sa-east,free,4,17.67,42.7,10,6.6,0.0,0
NM-000615,us-west,free,5,22.76,86.9,7,3.15,337.49,0
NM-000616,ap-south,enterprise,4,19.17,102.8,9,13.59,629.26,0
NM-000617,us-east,basic,4,21.34,28.9,5,21.87,1359.6,0
NM-000618,us-east,basic,4,18.96,71.6,8,17.46,501.86,0
NM-000619,us-west,pro,3,21.76,12.5,5,8.44,407.8,1
NM-000620,us-west,free,2,19.6,59.1,11,11.68,741.29,0
NM-000621,us-west,free,3,20.41,26.3,4,18.42,402.01,0
NM-000622,eu-west,free,3,16.45,151.0,12,7.57,521.35,0
NM-000623,eu-west,free,4,20.84,87.7,13,29.58,856.13,0
NM-000624,sa-east,free,2,22.21,67.1,8,11.56,418.25,0
NM-000625,us-east,free,3,22.41,37.7,4,1.63,194.23,0
NM-000626,sa-east,enterprise,4,20.27,2862.2,8,20.68,594.7,0
NM-000627,us-east,free,3,21.64,54.2,8,15.91,1136.71,0
NM-000628,us-west,basic,2,21.8,101.1,7,5.32,547.8,0
NM-000629,ap-south,free,2,20.58,89.9,7,16.26,729.0,0
NM-000630,us-east,basic,4,20.58,36.2,6,30.74,1768.41,0
NM-000631,sa-east,free,3,24.78,82.3,3,13.87,402.91,0
NM-000632,eu-west,free,4,19.87,101.3,8,16.32,1023.92,0
NM-000633,ap-south,free,3,20.91,37.6,5,22.58,1249.49,0
NM-000634,us-east,free,4,20.93,28.8,12,14.52,581.82,0
NM-000635,us-west,pro,3,18.4,115.2,5,5.52,275.09,0
NM-000636,us-east,pro,5,20.15,21.9,12,16.12,1024.92,0
NM-000637,us-west,free,4,20.68,30.9,7,2.86,0.0,0
NM-000638,eu-west,free,5,22.11,68.3,2,11.65,182.03,0
NM-000639,us-east,free,4,21.56,68.5,8,4.22,499.94,0
NM-000640,us-east,free,5,19.49,90.1,9,6.99,337.55,0
NM-000641,us-west,basic,4,22.21,53.9,3,13.26,1018.78,0
NM-000642,eu-west,free,1,21.65,333.0,5,10.96,763.65,0
NM-000643,eu-west,pro,5,18.08,128.6,7,16.71,1025.77,0
NM-000644,us-west,basic,3,19.56,120.7,11,0.55,380.44,0
NM-000645,sa-east,basic,5,18.61,72.1,3,13.7,1043.95,0
NM-000646,eu-west,pro,4,18.58,120.3,4,10.08,773.19,0
NM-000647,us-east,pro,3,20.37,78.4,6,10.29,810.47,0
NM-000648,us-east,free,3,17.84,31.8,7,1.51,0.0,0
NM-000649,us-east,pro,3,23.17,72.5,7,13.76,616.69,1
NM-000650,us-east,free,3,19.22,57.0,4,6.13,797.22,0
NM-000651,eu-west,basic,4,20.37,57.5,6,8.87,206.22,0
NM-000652,ap-south,free,4,18.87,99.2,4,24.16,913.14,0
NM-000653,us-west,basic,4,20.58,40.9,6,7.27,83.66,0
NM-000654,us-east,pro,3,21.31,105.3,11,9.57,629.42,0
NM-000655,us-west,basic,3,16.69,65.2,11,3.08,290.88,0
NM-000656,ap-south,free,2,21.1,209.7,9,18.42,602.96,0
NM-000657,eu-west,free,5,18.19,61.0,9,12.46,559.22,0
NM-000658,us-west,basic,3,18.72,69.2,3,21.01,921.78,0
NM-000659,eu-west,free,2,19.47,32.4,10,4.69,190.26,0
NM-000660,us-east,free,1,20.06,53.3,5,6.39,343.17,0
NM-000661,sa-east,pro,4,18.25,72.6,2,2.99,106.24,0
NM-000662,us-east,basic,1,22.47,40.9,10,7.62,318.07,0
NM-000663,eu-west,basic,5,21.39,60.3,3,17.81,714.11,0
NM-000664,us-east,free,3,18.47,65.9,9,7.81,0.0,0
NM-000665,sa-east,free,4,20.92,52.7,11,18.07,755.3,0
NM-000666,us-west,basic,5,20.2,65.6,2,10.22,246.16,1
NM-000667,eu-west,basic,3,22.81,95.5,8,10.91,237.43,0
NM-000668,us-west,free,3,24.07,99.7,11,4.68,586.44,0
NM-000669,us-west,basic,3,21.58,166.3,5,17.72,581.86,0
NM-000670,ap-south,free,3,21.59,148.7,5,12.25,958.6,0
NM-000671,eu-west,enterprise,3,19.29,102.2,5,9.37,765.29,1
NM-000672,ap-south,free,2,19.8,61.3,17,7.34,270.43,0
NM-000673,us-east,free,4,20.46,45.6,9,16.13,819.21,0
NM-000674,us-east,free,4,20.6,176.0,4,18.35,919.32,0
NM-000675,ap-south,basic,1,21.12,76.6,6,9.09,655.83,0
NM-000676,us-west,free,5,20.15,121.7,6,27.51,1098.04,0
NM-000677,us-west,basic,3,20.64,110.2,7,6.4,216.45,0
NM-000678,sa-east,basic,3,21.25,106.2,7,6.52,981.37,0
NM-000679,eu-west,free,4,18.05,76.3,7,22.92,826.97,0
NM-000680,us-east,basic,5,21.08,45.6,13,10.47,338.41,0
NM-000681,us-west,free,4,19.89,70.8,9,9.37,836.84,1
NM-000682,ap-south,enterprise,4,22.18,62.7,4,5.49,151.42,1
NM-000683,eu-west,free,5,20.38,61.1,12,9.94,624.21,0
NM-000684,sa-east,basic,4,22.63,150.4,6,1.55,643.3,0
NM-000685,eu-west,enterprise,5,21.07,50.3,13,9.1,343.27,1
NM-000686,us-east,basic,2,18.44,40.0,5,8.53,622.48,0
NM-000687,us-east,pro,4,24.2,75.4,6,13.24,767.39,0
NM-000688,us-west,free,5,21.95,65.1,5,8.1,0.0,0
NM-000689,eu-west,basic,4,18.62,168.2,6,26.94,738.21,1
NM-000690,eu-west,free,5,19.77,94.5,9,2.64,391.46,0
NM-000691,us-west,pro,4,23.57,140.5,4,2.84,482.9,0
NM-000692,eu-west,free,5,23.58,123.1,5,6.11,127.41,0
NM-000693,us-west,free,4,20.69,29.5,7,9.4,164.65,0
NM-000694,ap-south,free,2,20.52,822.4,11,8.35,370.23,0
NM-000695,us-west,free,4,20.69,52.2,6,19.84,766.15,0
NM-000696,ap-south,free,3,22.35,29.2,5,6.52,95.07,0
NM-000697,eu-west,basic,4,21.09,252.7,3,8.56,463.45,0
NM-000698,ap-south,free,4,20.63,89.8,7,10.55,753.63,0
NM-000699,us-east,free,3,19.17,60.0,8,9.34,395.34,0
NM-000700,us-east,free,3,17.78,99.3,5,14.56,818.23,0
NM-000701,us-east,basic,5,23.04,30.0,6,17.92,1183.07,0
NM-000702,eu-west,basic,3,18.29,84.5,9,8.72,218.9,1
NM-000703,us-east,free,3,22.28,63.3,12,9.61,657.33,0
NM-000704,ap-south,pro,4,18.57,118.3,6,12.9,505.0,0
NM-000705,eu-west,free,5,19.97,109.8,7,1.29,662.62,0
NM-000706,ap-south,basic,2,19.86,66.3,11,8.26,235.4,0
NM-000707,us-east,enterprise,4,25.65,107.6,12,25.14,893.82,1
NM-000708,ap-south,pro,3,18.63,724.1,7,8.22,366.57,0
NM-000709,us-east,free,4,20.23,121.1,6,11.33,306.75,0
NM-000710,us-east,basic,3,23.11,272.9,9,10.77,356.48,0
NM-000711,sa-east,free,3,21.53,153.1,5,14.74,0.0,0
NM-000712,us-west,basic,3,19.07,33.7,3,6.52,307.35,0
NM-000713,us-east,free,2,19.37,152.1,4,11.71,1129.04,0
NM-000714,us-west,free,4,21.29,52.2,5,14.36,906.39,0
NM-000715,eu-west,free,5,23.98,67.0,6,1.68,238.68,0
NM-000716,us-west,free,5,19.17,62.7,8,11.66,1107.91,0
NM-000717,eu-west,free,5,18.19,31.8,7,14.05,557.36,0
NM-000718,us-east,free,4,21.2,31.5,3,13.94,644.8,0
NM-000719,sa-east,free,4,24.47,109.0,9,5.01,720.54,0
NM-000720,us-east,enterprise,5,20.12,66.2,7,6.6,1.03,0
NM-000721,us-west,enterprise,4,20.21,81.9,3,5.75,0.0,0
NM-000722,eu-west,pro,5,23.73,58.0,10,4.55,0.0,0
NM-000723,ap-south,basic,3,19.71,42.3,9,43.3,2186.47,0
NM-000724,ap-south,free,2,19.03,90.7,6,8.8,0.0,0
NM-000725,eu-west,free,4,20.17,93.5,10,19.85,951.68,0
NM-000726,us-east,pro,2,21.43,105.8,9,8.25,879.96,0
NM-000727,eu-west,pro,5,21.02,40.7,13,5.94,0.0,0
NM-000728,us-west,free,3,23.74,94.6,10,10.69,681.4,0
NM-000729,us-east,free,3,20.15,131.2,5,10.72,249.1,0
NM-000730,eu-west,free,4,22.79,22.5,5,8.29,390.5,0
NM-000731,eu-west,basic,3,18.27,38.5,5,22.86,1350.5,0
NM-000732,eu-west,enterprise,5,19.87,312.2,9,18.62,837.11,0
NM-000733,us-east,basic,3,20.4,55.4,13,8.99,345.1,0
NM-000734,us-east,free,3,22.61,104.5,12,7.32,0.0,0
NM-000735,us-east,pro,5,23.41,83.3,7,16.83,785.62,0
NM-000736,ap-south,basic,4,23.03,74.3,11,12.38,140.97,0
NM-000737,us-east,basic,1,22.19,68.4,9,1.18,202.79,0
NM-000738,sa-east,free,3,18.38,54.1,9,26.17,1085.88,0
NM-000739,us-east,free,4,23.62,47.1,4,9.51,640.24,0
NM-000740,us-east,enterprise,4,24.13,25.7,7,17.65,1289.96,0
NM-000741,ap-south,free,5,22.9,52.0,8,7.77,478.66,0
NM-000742,eu-west,pro,4,22.44,37.6,8,14.15,540.1,0
NM-000743,eu-west,free,5,18.12,77.8,5,10.24,0.0,0
NM-000744,ap-south,pro,4,22.35,95.6,7,4.78,0.0,0
NM-000745,us-east,free,4,20.82,118.6,4,9.02,119.34,0
NM-000746,eu-west,free,4,19.99,54.1,7,0.62,0.0,0
NM-000747,us-east,pro,3,20.21,97.8,7,21.21,743.31,0
NM-000748,us-east,enterprise,3,22.28,39.4,8,19.96,878.18,1
NM-000749,us-east,free,3,23.08,146.2,7,6.34,31.64,0
NM-000750,us-east,free,4,21.76,42.1,4,10.99,507.4,0
NM-000751,us-east,basic,3,21.83,218.1,4,9.62,419.35,0
NM-000752,us-east,free,5,20.82,51.5,11,2.8,23.37,0
NM-000753,eu-west,free,3,20.61,143.2,8,12.42,721.17,0
NM-000754,ap-south,free,3,19.21,31.5,11,4.94,136.08,0
NM-000755,ap-south,free,4,22.09,75.3,10,18.38,1608.7,0
NM-000756,eu-west,basic,5,19.05,64.4,6,11.42,262.55,0
NM-000757,ap-south,free,2,22.56,130.6,8,11.03,0.0,0
NM-000758,ap-south,basic,4,17.22,136.1,4,6.76,551.36,0
NM-000759,ap-south,enterprise,5,20.52,180.8,8,2.87,137.5,0
NM-000760,us-west,basic,4,22.23,71.4,7,10.91,646.66,0
NM-000761,sa-east,basic,2,21.32,189.8,9,19.19,963.83,0
NM-000762,ap-south,free,4,19.28,65.2,4,15.59,138.32,0
NM-000763,eu-west,free,2,20.79,66.4,8,6.08,156.86,0
NM-000764,us-east,pro,3,23.96,71.5,9,8.88,673.89,1
NM-000765,us-east,basic,3,21.88,63.4,10,4.25,560.0,0
NM-000766,sa-east,pro,1,19.25,61.6,6,9.85,0.0,1
NM-000767,sa-east,free,4,22.13,56.5,10,10.16,233.09,0
NM-000768,us-east,free,2,19.97,59.9,14,4.73,0.0,0
NM-000769,us-east,pro,3,20.88,59.8,11,10.14,211.84,1
NM-000770,us-east,basic,4,25.25,126.5,8,12.44,903.84,1
NM-000771,eu-west,basic,4,20.12,85.8,9,14.48,536.85,0
NM-000772,ap-south,basic,5,20.9,40.5,5,3.32,334.91,0
NM-000773,ap-south,free,5,19.56,207.8,10,9.85,0.0,0
NM-000774,us-east,free,4,18.69,112.2,8,7.26,248.19,0
NM-000775,us-east,pro,4,21.12,43.5,9,24.27,1291.84,0
NM-000776,ap-south,basic,5,19.74,61.7,6,5.93,422.88,0
NM-000777,eu-west,pro,2,24.78,112.8,8,18.75,554.92,0
NM-000778,ap-south,basic,4,18.98,63.7,6,9.41,202.05,0
NM-000779,us-east,pro,2,18.09,47.8,10,6.84,0.0,1
NM-000780,us-west,free,4,20.9,27.9,11,17.97,771.2,0
NM-000781,sa-east,basic,4,23.47,71.3,5,5.13,254.02,0
NM-000782,eu-west,free,5,21.96,80.2,8,8.67,875.28,0
NM-000783,eu-west,free,5,20.87,106.3,11,13.43,672.85,0
NM-000784,eu-west,free,3,23.42,75.4,8,12.83,931.5,0
NM-000785,us-west,free,4,19.94,112.0,9,11.26,728.68,0
NM-000786,us-east,basic,2,21.93,21.2,2,10.14,0.0,0
NM-000787,ap-south,basic,3,23.82,56.8,12,24.01,1284.16,0
NM-000788,us-east,basic,5,20.82,45.5,9,7.36,320.35,0
NM-000789,us-east,free,4,22.61,87.7,5,6.33,233.68,0
